1.324225347140108170e+03 9.571439550495941148e+03 -2.007651988691642373e+03 -5.961566076969862479e+03 -1.961249401498706220e+03 3.915971312323930533e+02 -4.712454683668452731e+02 -2.135692550702357835e+02 -8.601583879917650847e+03 -2.693318878837403645e+03 1.851642808476784978e+02 -1.193276170553555460e+01 -3.963739215069011124e+01 1.502538374788457816e+02 -2.488008464106656881e+00 5.516097422416717563e+03 -1.604675518035440973e+03 1.524315110158495941e+02 -6.363846313413891039e+03 0.000000000000000000e+00 -9.945848134627792751e+04 -7.480444755109234620e+02 -1.019627514272197345e+03 3.650524598799518685e+02 -2.239182273236736687e-01 1.001799830382121286e+03 1.165845799448165394e+02
9.571439550495941148e+03 8.294307311795288115e+04 -1.715869460656652882e+04 -5.262219539821925719e+04 -8.418385919879945504e+03 3.269099394913270771e+03 -5.490001652043204558e+03 -2.243170985905164343e+03 -7.447205364478629781e+04 -2.265921230294158886e+04 1.130326743776536432e+03 9.174241510600066363e+01 4.073236929191420472e+02 1.443965375050794592e+03 1.566271201325161883e+03 3.670362564747721626e+04 -1.392017614959003731e+04 -4.238415832312145994e+02 -6.146042913766729907e+04 0.000000000000000000e+00 -7.707008154489366570e+05 -7.173671243659725405e+03 -9.242844559027389550e+03 1.033217332465987784e+04 3.373587677472247748e+00 1.921506630946615769e+04 1.018294903530923193e+03
-2.007651988691642373e+03 -1.715869460656652882e+04 4.423001133050566750e+03 9.952658775638228690e+03 1.759080745516573870e+03 -9.166427928521860622e+02 1.397925552581193415e+03 3.265170483258818876e+02 1.558886853576174326e+04 4.808426891658590648e+03 -2.034224946749897924e+02 -2.179236985634977941e+01 -9.503096900433315852e+01 -1.184069122800315199e+02 9.054815219211590716e+01 -7.768531001180149360e+03 2.781910804701149118e+03 7.122661250555183869e+02 1.140457765196648506e+04 0.000000000000000000e+00 1.678127249417667335e+05 1.477803450681701861e+03 2.054572191428787846e+03 -1.871008945823438353e+03 -6.820315632016873408e-01 -3.783981024728268949e+03 -4.062665701617601144e+02
-5.961566076969862479e+03 -5.262219539821925719e+04 9.952658775638228690e+03 3.442934588176233228e+04 4.851615711661738715e+03 -1.818752915567582249e+03 3.292041207345507701e+03 1.592023163562985928e+03 4.706315084641703288e+04 1.424368014374999620e+04 -7.222715143009730809e+02 -5.351670010299146441e+01 -2.393643576275041767e+02 -1.119157073188161121e+03 -1.533763426073337541e+03 -2.252877853743698870e+04 8.939308425718238141e+03 -3.043930070961339993e+02 4.079670487830632192e+04 0.000000000000000000e+00 4.743824932752155000e+05 4.615305710744752105e+03 5.761443052888283091e+03 -7.245725859324346857e+03 -2.445982704589814372e+00 -1.306669245991329990e+04 -4.357785170239399690e+02
-1.961249401498706220e+03 -8.418385919879945504e+03 1.759080745516573870e+03 4.851615711661738715e+03 9.299284200808177047e+03 -2.448587880840838125e+02 -6.014526088691212635e+02 -1.303383535959752066e+02 7.553459893485674911e+03 2.676820928232105416e+03 -5.490391975085184413e+02 1.704636932206294730e+01 6.310745168435878583e+01 -6.291912828285626347e+01 8.369239944410951466e+02 -1.426962581484469229e+04 1.402803855581810922e+03 -1.259035696387107919e+03 -2.588710048140128706e+01 0.000000000000000000e+00 1.364216388787447941e+05 -5.134490524566079017e+01 -4.368139314013573937e+01 3.747714269076826440e+03 3.029754843254041763e+00 4.903361012212068999e+03 -9.914200098106722692e+01
3.915971312323930533e+02 3.269099394913270771e+03 -9.166427928521860622e+02 -1.818752915567582249e+03 -2.448587880840838125e+02 2.021183924309032420e+02 -2.960738643406820074e+02 -5.687479681575847223e+01 -2.983464917703248375e+03 -9.339650595866791036e+02 3.233537454176810400e+01 -5.968969486763167076e+00 -2.022782159597520391e+01 6.899016096267645004e+00 -4.420096189800496944e+01 1.394997273877422458e+03 -5.219217968514807353e+02 -1.891368184716833412e+02 -2.176956020077427638e+03 0.000000000000000000e+00 -3.254101310292620474e+04 -2.941074048028567063e+02 -4.321292224247082459e+02 3.520295931912779110e+02 1.309624648642534195e-01 7.236609583782445725e+02 9.260234192365851413e+01
-4.712454683668452731e+02 -5.490001652043204558e+03 1.397925552581193415e+03 3.292041207345507701e+03 -6.014526088691212635e+02 -2.960738643406820074e+02 6.634928071076765264e+02 1.609119786445008344e+02 4.994924849071467179e+03 1.487169184373664621e+03 5.153090715211864570e+00 2.914166919965626157e+00 8.268015902925588634e+00 -5.955365036135496126e+01 -1.475541944316420881e+02 -1.023078938684486161e+03 8.939448312811503001e+02 4.829941216164115190e+02 4.631740466323373766e+03 0.000000000000000000e+00 4.236800411767516925e+04 5.972469560855815871e+02 7.792235903855143988e+02 -1.446805730122158366e+03 -8.284364746659584888e-01 -2.522144229115153394e+03 -1.318134155842958251e+02
-2.135692550702357835e+02 -2.243170985905164343e+03 3.265170483258818876e+02 1.592023163562985928e+03 -1.303383535959752066e+02 -5.687479681575847223e+01 1.609119786445008344e+02 1.036844139838004395e+02 1.986279272967469296e+03 5.938498615870447566e+02 -1.812998762915756856e+01 1.072951797241584337e+01 5.022477616609899798e+01 -7.161537291457634069e+01 -1.497880663562503400e+02 -5.406593785658495790e+02 3.923774694985198721e+02 -2.833506980390667351e+01 2.227283163736405641e+03 0.000000000000000000e+00 1.682959397496124438e+04 2.315405518071597442e+02 2.724228361301191512e+02 -5.446682423192537499e+02 -2.458891755304868365e-01 -8.648158987760371019e+02 2.905494341055018026e+00
-8.601583879917650847e+03 -7.447205364478629781e+04 1.558886853576174326e+04 4.706315084641703288e+04 7.553459893485674911e+03 -2.983464917703248375e+03 4.994924849071467179e+03 1.986279272967469296e+03 6.693397084819477459e+04 2.040578249869789579e+04 -1.008863175446244895e+03 -8.286101865667797028e+01 -3.680668058164904437e+02 -1.271251873442702617e+03 -1.318935418978494909e+03 -3.302157030794121965e+04 1.248525912204636916e+04 5.035043374509297109e+02 5.494801788257618318e+04 0.000000000000000000e+00 6.925697358386325650e+05 6.456682045364744226e+03 8.341480266867005412e+03 -9.297480524966402299e+03 -3.078856942664270679e+00 -1.735927756978394609e+04 -9.514819573319720121e+02
-2.693318878837403645e+03 -2.265921230294158886e+04 4.808426891658590648e+03 1.424368014374999620e+04 2.676820928232105416e+03 -9.339650595866791036e+02 1.487169184373664621e+03 5.938498615870447566e+02 2.040578249869789579e+04 6.360586145017866329e+03 -3.341853502147934591e+02 2.165341886537724747e+01 6.793015559143346138e+01 -3.878446235151480437e+02 -3.595331453340866688e+02 -1.068366997718902348e+04 3.801226261228256590e+03 7.623498130118031213e+01 1.663634517946408960e+04 0.000000000000000000e+00 2.125700936382973450e+05 1.969740743559794510e+03 2.558152342875990144e+03 -2.708953961118003463e+03 -8.350686760072053572e-01 -5.147577566010887494e+03 -2.909563789871236281e+02
1.851642808476784978e+02 1.130326743776536432e+03 -2.034224946749897924e+02 -7.222715143009730809e+02 -5.490391975085184413e+02 3.233537454176810400e+01 5.153090715211864570e+00 -1.812998762915756856e+01 -1.008863175446244895e+03 -3.341853502147934591e+02 4.238288220111880378e+01 -1.866757448054147117e+00 -6.586518404410259819e+00 2.224732051647143649e+01 -2.076079597148530453e+01 1.051569070726588507e+03 -1.932452105157789504e+02 1.025440409833939839e+02 -5.722550986381894518e+02 0.000000000000000000e+00 -1.363075336135723592e+04 -5.603725018195553531e+01 -7.127884610409532229e+01 -1.141863779334527322e+02 -1.429788394589515121e-01 -1.334307962669209076e+02 5.289606461345345068e+00
-1.193276170553555460e+01 9.174241510600066363e+01 -2.179236985634977941e+01 -5.351670010299146441e+01 1.704636932206294730e+01 -5.968969486763167076e+00 2.914166919965626157e+00 1.072951797241584337e+01 -8.286101865667797028e+01 2.165341886537724747e+01 -1.866757448054147117e+00 4.604097364109630064e+01 1.760649619041570020e+02 9.063297674629654521e-01 1.502829219757425117e+00 -4.660106217189360223e+01 -1.470844671233390422e+01 1.013912275391385398e+00 1.525745699616224726e+02 0.000000000000000000e+00 -1.053174321325591563e+03 5.289299239995506774e+00 8.698794329567498096e+00 3.609775387642313760e+00 1.533272242365229555e-02 6.558680515081137585e+00 2.606317247509685409e+00
-3.963739215069011124e+01 4.073236929191420472e+02 -9.503096900433315852e+01 -2.393643576275041767e+02 6.310745168435878583e+01 -2.022782159597520391e+01 8.268015902925588634e+00 5.022477616609899798e+01 -3.680668058164904437e+02 6.793015559143346138e+01 -6.586518404410259819e+00 1.760649619041570020e+02 7.769978949715659837e+02 4.626301540942748147e+00 1.003675607163370387e+01 -1.581782371915479075e+02 -6.580440460841001027e+01 4.418999682530848183e+00 6.796104806244038627e+02 0.000000000000000000e+00 -4.689895656145138673e+03 1.534623887394145747e+01 2.474201122114368445e+01 1.543982548276276567e+01 6.790795290920950689e-02 2.842848372463255302e+01 1.066980502901428096e+01
1.502538374788457816e+02 1.443965375050794592e+03 -1.184069122800315199e+02 -1.119157073188161121e+03 -6.291912828285626347e+01 6.899016096267645004e+00 -5.955365036135496126e+01 -7.161537291457634069e+01 -1.271251873442702617e+03 -3.878446235151480437e+02 2.224732051647143649e+01 9.063297674629654521e-01 4.626301540942748147e+00 7.130847839404033550e+01 1.248831081175423350e+02 5.275621793862675304e+02 -2.657094877770796302e+02 1.122301134627500119e+02 -1.418281258559005209e+03 0.000000000000000000e+00 -1.046692366886703167e+04 -1.423872198225545560e+02 -1.491588968552782148e+02 3.332517601991095262e+02 1.325677980790074539e-01 5.228354786597001294e+02 -2.417445086770784712e+01
-2.488008464106656881e+00 1.566271201325161883e+03 9.054815219211590716e+01 -1.533763426073337541e+03 8.369239944410951466e+02 -4.420096189800496944e+01 -1.475541944316420881e+02 -1.497880663562503400e+02 -1.318935418978494909e+03 -3.595331453340866688e+02 -2.076079597148530453e+01 1.502829219757425117e+00 1.003675607163370387e+01 1.248831081175423350e+02 4.921923958575472398e+02 -5.892569663703909555e+02 -3.141021430218857518e+02 1.271932638227064416e+02 -2.600432809468656615e+03 0.000000000000000000e+00 1.001324483295563482e+03 -2.616771413718004737e+02 -2.185293348154108628e+02 1.142818357259024424e+03 6.428110562053453991e-01 1.862165830183943399e+03 -8.262450499290372363e+01
5.516097422416717563e+03 3.670362564747721626e+04 -7.768531001180149360e+03 -2.252877853743698870e+04 -1.426962581484469229e+04 1.394997273877422458e+03 -1.023078938684486161e+03 -5.406593785658495790e+02 -3.302157030794121965e+04 -1.068366997718902348e+04 1.051569070726588507e+03 -4.660106217189360223e+01 -1.581782371915479075e+02 5.275621793862675304e+02 -5.892569663703909555e+02 2.963483330940995074e+04 -6.144493979495344320e+03 1.421071064221035158e+03 -1.950733199476084701e+04 0.000000000000000000e+00 -4.135962200301493867e+05 -2.250977821907557427e+03 -2.956355062516744965e+03 -1.324831422370074051e+03 -2.661258466228222375e+00 1.316303581380015260e+02 4.626555130268239395e+02
