1.420593589420235003e+04 -2.400756060929231535e+04 -1.018576336971965702e+03 -3.296568198800675873e+03 4.696594745625807263e+03 1.491658867035682670e+04 -5.416949128800501057e+03 -1.101855624262817582e+04 -8.677821607264142312e-01 1.000335461439154585e+02 4.437589077016201031e+02 2.289737788775133231e+04 8.712943679629754570e+02 2.854929369230781504e+03 8.217916188340032235e+00 2.163238056301531032e+01 -3.991008939457556153e+02 -4.681404696158754746e+02 -1.933607879179996644e+03 2.786822969527511304e+03 4.567666287221829293e+02 -2.070474029294650336e+03 1.195283373210705940e+04 0.000000000000000000e+00 3.308562491104782093e+05 1.275483194869863155e+03 1.248269434751025983e+03 1.169688868616054151e+03 5.635598767279850208e+00 6.643945567499062008e+02 4.561103357049189526e+02 -3.883787205083635286e+02
-2.400756060929231535e+04 8.784196974415329169e+04 2.605257933902393233e+03 4.827876362175591566e+03 -1.732264656915707019e+04 -5.634610080727416789e+04 2.124334064117355592e+04 1.166766886164231437e+04 -1.827184562803495638e+01 -5.339774574051625677e+03 -3.275962576595895825e+03 -8.371683669369961717e+04 -3.585041639229583780e+03 -7.899495868625271214e+03 1.253535668089104860e+02 5.452158914439323780e+02 1.626881610847150114e+03 -1.380168282603566468e+03 4.084666158983753576e+03 -1.019019331440150017e+04 1.427788657895798451e+03 2.124575513599255373e+03 -6.740642777000984643e+04 0.000000000000000000e+00 -9.807333738076111767e+05 -6.184435155561137435e+03 -9.152844992813936187e+03 9.839456380894676840e+03 2.950577496870722349e+00 1.994103698544170038e+04 -1.359085064905941181e+03 1.509648451503178421e+03
-1.018576336971965702e+03 2.605257933902393233e+03 9.188956429424985117e+01 2.204703418638302423e+02 -5.210418458906170827e+02 -1.640804354710920506e+03 6.241551905250325945e+02 6.570813874796117489e+02 1.186956486248894049e-01 -9.929807912293584593e+01 -7.939623573713645044e+01 -2.487896240494900212e+03 -1.060069840505164507e+02 -2.654352135081416577e+02 -1.121367320007223833e+00 -3.375438058331426738e+00 4.574125956194018983e+01 -1.447424510265223008e+00 1.552543373103945896e+02 -3.022332055945835805e+02 2.810882158873421854e+00 1.330467157731135330e+02 -1.753668032776032760e+03 0.000000000000000000e+00 -3.191698241735811098e+04 -1.694380358042032526e+02 -2.242701978187236591e+02 1.293323590409239046e+02 -1.890715404284663836e-01 3.265836070339825028e+02 -4.498447849196052317e+01 4.451279206441783032e+01
-3.296568198800675873e+03 4.827876362175591566e+03 2.204703418638302423e+02 7.785404020537132510e+02 -9.248406882505260000e+02 -2.992806104873431650e+03 1.056470561906955709e+03 2.668195731159046318e+03 1.286774235668455280e-01 5.811852090662698345e+01 -6.504348890705827557e+01 -4.600298138604790438e+03 -1.627293408890248259e+02 -6.119490121789466457e+02 -1.272609341841458575e+00 -2.736762404066747312e+00 8.041830060572544880e+01 1.332305444827514407e+02 4.341189631212462814e+02 -5.615347116194701584e+02 -1.310014797000137889e+02 5.010144248679248449e+02 -2.036528277423175041e+03 0.000000000000000000e+00 -6.970377420376834925e+04 -2.320101476356307728e+02 -1.745870518734611778e+02 -4.468369893308769178e+02 -1.486473931383442748e+00 -4.620639644048620198e+02 -9.517124829607364234e+01 7.208386990274988193e+01
4.696594745625807263e+03 -1.732264656915707019e+04 -5.210418458906170827e+02 -9.248406882505260000e+02 4.426797072916561774e+03 9.976862118659219050e+03 -4.491019372547509192e+03 -2.274472875231771013e+03 3.803438015737308220e+00 1.423692577690613462e+03 4.227289129381442194e+02 1.672050885392733107e+04 9.984384017981419674e+02 1.532781932804704411e+03 -2.618937789180722220e+01 -1.137018543147690224e+02 -1.145153796076555182e+02 -1.018404451340339421e+02 -8.677137000259524484e+02 1.925367862911731208e+03 9.631969311525845967e+01 2.391826667634243790e+02 1.164702950269559369e+04 0.000000000000000000e+00 2.081445626572646725e+05 1.128929609770522347e+03 2.038067027951267846e+03 -1.683433116432736142e+03 -5.558787870120825980e-01 -3.657419820103599704e+03 3.059319013805172744e+02 -6.606485014811861447e+02
1.491658867035682670e+04 -5.634610080727416789e+04 -1.640804354710920506e+03 -2.992806104873431650e+03 9.976862118659219050e+03 3.749440082633506972e+04 -1.335467283325755488e+04 -6.890855151030747038e+03 1.108126565945016040e+01 3.151540515721950669e+03 2.392634102285481276e+03 5.347865228955286875e+04 1.974665824391643810e+03 5.012036955610071345e+03 -7.598595606137901370e+01 -3.296726556102560153e+02 -1.289603054448682997e+03 1.433293815131802376e+03 -2.488995894705157752e+03 6.634535682675735188e+03 -1.468630914642307516e+03 -1.959812854979387794e+03 4.568565218171323068e+04 0.000000000000000000e+00 6.033225853257462149e+05 4.110427890897753969e+03 5.712402463364357573e+03 -7.097482176517016342e+03 -2.771970311205222526e+00 -1.400681916627354985e+04 8.234954664457739000e+02 -5.564999658134194078e+02
-5.416949128800501057e+03 2.124334064117355592e+04 6.241551905250325945e+02 1.056470561906955709e+03 -4.491019372547509192e+03 -1.335467283325755488e+04 5.364012706530616015e+03 2.321603642051195948e+03 8.481863984261525102e-01 -1.512455001746004655e+03 -7.735442375412008005e+02 -2.035007245388704177e+04 -9.709159770655491002e+02 -1.872995965717066611e+03 -8.799401403436625912e+00 -2.578205571004741614e+01 3.595263850190247581e+02 -3.188208766487217076e+02 9.689588674533014228e+02 -2.448136802646224169e+03 3.299289706917196554e+02 2.624713400940114525e+02 -1.652933284950044253e+04 0.000000000000000000e+00 -2.339084326292697515e+05 -1.538513818327321815e+03 -2.418744990829526614e+03 2.724850865247548882e+03 1.363906799291485061e+00 5.502056249916846355e+03 -3.402402321128995482e+02 4.549174406699109454e+02
-1.101855624262817582e+04 1.166766886164231437e+04 6.570813874796117489e+02 2.668195731159046318e+03 -2.274472875231771013e+03 -6.890855151030747038e+03 2.321603642051195948e+03 9.786107638900801248e+03 1.037201927822351877e+00 7.784939705852885936e+02 5.895794379644395633e+01 -1.109611086531593719e+04 -3.785956215942534300e+02 -1.851153680076160981e+03 -7.947514188794407630e+00 -2.587628346210789942e+01 1.366594719831456075e+02 8.162418058739250455e+02 1.392488558275623518e+03 -1.346101816549466093e+03 -8.123185859528159654e+02 1.871297913442418576e+03 -1.900907124986387998e+03 0.000000000000000000e+00 -2.047807166907758219e+05 -3.663712874357804594e+02 1.014302084785001483e+02 -3.200793818040117912e+03 -7.210432275535216817e+00 -4.615206751648999671e+03 -2.654507399522438504e+02 1.913555018043566349e+02
-8.677821607264142312e-01 -1.827184562803495638e+01 1.186956486248894049e-01 1.286774235668455280e-01 3.803438015737308220e+00 1.108126565945016040e+01 8.481863984261525102e-01 1.037201927822351877e+00 9.151738312729414959e-01 -3.571963943989144297e-01 -2.097566240657127157e+00 1.744554318157477013e+01 -6.234933225901809761e-01 -3.716607360054978160e-01 -6.034364333465927821e+00 -2.764725874689242957e+01 -2.899945411746644996e-01 7.528561069916903659e-01 2.808448630065992213e-01 2.067845837196379488e+00 -7.582228625626179497e-01 -7.684163449945938806e-01 -2.119920429735675782e+01 0.000000000000000000e+00 2.527572940162831969e+02 2.265229263144149727e-02 -3.832503634686023064e-01 -5.707397123481288137e-01 -6.219074415889812822e-03 -1.163111195539083154e+00 -1.156055346650682464e-01 -5.480697452579025297e-01
1.000335461439154585e+02 -5.339774574051625677e+03 -9.929807912293584593e+01 5.811852090662698345e+01 1.423692577690613462e+03 3.151540515721950669e+03 -1.512455001746004655e+03 7.784939705852885936e+02 -3.571963943989144297e-01 8.068390426705830123e+02 2.119914331795860392e+02 5.178105386546396403e+03 3.333091671733434964e+02 3.020769768707324374e+02 3.255781948001609472e+00 1.181223166953465942e+01 -4.514856007223439605e+01 1.617326202457257693e+02 -1.197618910563941910e+02 5.904611282991446615e+02 -1.636286009924328653e+02 5.061953930460814490e+02 4.847215534079467034e+03 0.000000000000000000e+00 4.769604998371266265e+04 4.180244166244153803e+02 8.831048638833934774e+02 -1.491873949545350570e+03 -1.872525470146089388e+00 -2.787081330838477697e+03 7.924721119586486395e+01 -2.338181275414911227e+02
