1.748647896906276219e+04 -2.783247005374562650e+04 -1.868850620385800084e+03 -3.633466665345247748e+03 9.966862548483538475e+00 5.040353601769615125e+03 1.773861513166816439e+04 -4.849757102357174517e+03 -1.272027436997020777e+04 3.048189174055647186e+02 7.277059380517908949e+02 3.818256353502303000e+02 2.153382935260100930e+04 8.748518414586712879e+02 3.382616907624187206e+03 1.868235158697815379e+01 2.734002858280799728e+02 -3.687685816581189897e+02 -7.915813315068809288e+02 -4.983812608790283775e+03 7.944393207311572951e+03 -1.390405850620983541e+00 7.885137535219190568e+02 -1.238938188695625740e+03 1.087345539043125791e+04 6.106704260584560728e+00 3.494717191944615333e+05 1.055417268750293488e+03 1.971199241102825681e+03 2.019996151224861705e+03 7.986925081057288267e+00 1.674356117575840699e+03 1.194326715317701826e+02 0.000000000000000000e+00 -4.176800950332696516e+02
-2.783247005374562650e+04 1.129931882860253536e+05 5.063684172891777962e+03 4.721697443441047653e+03 3.430295730914073715e+01 -2.103532269052644551e+04 -7.370288634345449100e+04 2.269906402783363228e+04 1.266788469187049486e+04 1.046133248885534613e+03 -8.846670648030823941e+03 -3.999208029941840323e+03 -8.742570686775929062e+04 -4.062774534056839911e+03 -1.070388636387203769e+04 6.203022222052640444e+01 9.402929729973304802e+02 1.584490363229340346e+03 -4.055833052405926651e+02 1.029986736464915157e+04 -3.215850081770826000e+04 -1.919625128215322007e+01 4.203764985728455486e+02 -1.560344907247291758e+03 -7.544019891732554242e+04 3.959056768053117992e+01 -1.146544289600864984e+06 -6.147846845224060417e+03 -1.362097090430591015e+04 1.202604733616076010e+04 3.651214102008061246e+01 2.247061156150387251e+04 -3.985497443590014086e+02 0.000000000000000000e+00 1.853966113800793664e+03
-1.868850620385800084e+03 5.063684172891777962e+03 2.712036234984585121e+02 3.520977252151650987e+02 8.253695111490170211e-01 -9.107160673040098118e+02 -3.300991307614323887e+03 9.756965743517926057e+02 1.127468048277178013e+03 2.372137740623212565e+01 -2.896502388188472992e+02 -1.509949058342150181e+02 -3.917214268121516852e+03 -1.716037640806945319e+02 -5.291613462598103297e+02 1.262882159515763325e+00 2.140465798709610112e+01 7.707902709083691661e+01 3.404535026544362353e+01 6.045537634486340721e+02 -1.449931021819738817e+03 -4.946973095522431696e-01 -3.336660159372420509e+01 7.560120540237538478e+01 -2.977903276041723529e+03 7.932004358763552476e-01 -5.554573626502449770e+04 -2.540704880321675319e+02 -5.241769136408529448e+02 2.368182370329618891e+02 6.432249863161809689e-01 5.423444044779731712e+02 -1.935246410047013654e+01 0.000000000000000000e+00 7.200312949575493349e+01
-3.633466665345247748e+03 4.721697443441047653e+03 3.520977252151650987e+02 7.734153492500232687e+02 -3.019310540115604624e+00 -8.544385596892897183e+02 -2.976264389694886177e+03 7.753952897891629163e+02 2.760422028712658175e+03 -9.156412463914490729e+01 -4.245992439204688651e+01 -2.409451511028687420e+01 -3.652827309754078669e+03 -1.414656862155592592e+02 -6.180386624438051513e+02 -5.514067338852814970e+00 -8.219223018661824653e+01 5.840267291227947055e+01 1.880716369480641674e+02 9.988834533484159692e+02 -1.346318491964555051e+03 6.127219074721315106e-01 -1.876056852467885676e+02 2.901819200581676341e+02 -1.343099472791248445e+03 -1.997211635496686677e+00 -6.330543738004836632e+04 -1.483730126085677341e+02 -2.503302078340682328e+02 -6.474328213977838686e+02 -2.411311596928336964e+00 -7.102609556870311280e+02 -2.145120098735524650e+01 0.000000000000000000e+00 7.172072807547071704e+01
9.966862548483538475e+00 3.430295730914073715e+01 8.253695111490170211e-01 -3.019310540115604624e+00 1.186809991424352395e+00 -7.311675471503448875e+00 -2.083583501003365868e+01 3.892810198262156351e+00 -9.016977906792774888e+00 3.707153018441589865e+01 -8.766977579593464576e-01 -1.608226046636998530e-01 -2.695161567758762899e+01 -1.362256483140900754e+00 -1.623378511932899393e+00 2.203465277036344094e+00 3.335288706690018756e+01 -2.281064889802518134e-02 8.542393972549078285e-01 -1.258931798497026300e+00 -9.708739356242038099e+00 -1.407529549103341655e-04 -8.498470371094325460e-01 1.070413397260885136e+00 -1.291797883912732381e+01 -5.917134499656760520e-04 -4.259195104957150306e+02 -1.561246420000740986e+00 -2.654099276375664562e+00 -1.444190617987779202e-01 -3.168125851233957280e-04 -2.702449905017951237e-01 -9.181115535773706759e-02 0.000000000000000000e+00 6.546771969377239708e-01
5.040353601769615125e+03 -2.103532269052644551e+04 -9.107160673040098118e+02 -8.544385596892897183e+02 -7.311675471503448875e+00 4.803555150092582153e+03 1.276031661464226454e+04 -4.373471171372530080e+03 -2.299131301348095349e+03 -2.279889001844013876e+02 1.945333504942202126e+03 5.359608348307951928e+02 1.646122204761247121e+04 9.344078604228901668e+02 1.987739603943842667e+03 -1.355052914875396119e+01 -2.051031591866741053e+02 -1.004207570370698051e+02 -2.151148371649018429e+02 -1.961056101185608668e+03 5.818278509224256595e+03 3.087748823473366322e+00 2.133775141778358773e+02 1.059473331093930938e+03 1.267210315129125411e+04 -6.731943362517215590e+00 2.221393990018136683e+05 1.064570378468136369e+03 2.707358528403680339e+03 -1.971949996488123816e+03 -5.504442318871046069e+00 -4.004494345576842534e+03 7.979900027133366791e+01 0.000000000000000000e+00 -5.727458342058414473e+02
1.773861513166816439e+04 -7.370288634345449100e+04 -3.300991307614323887e+03 -2.976264389694886177e+03 -2.083583501003365868e+01 1.276031661464226454e+04 4.918200398919588770e+04 -1.472285310171358651e+04 -7.737757010903870651e+03 -6.270670504529442724e+02 5.574950238130111757e+03 2.876578326571011985e+03 5.683493829073204688e+04 2.459441479553101999e+03 6.911364903521905035e+03 -3.708808834372596408e+01 -5.633637177850135913e+02 -1.256664799243929792e+03 6.955152657674379952e+02 -6.529561452110998289e+03 2.116537155206243915e+04 1.367316915415904965e+01 -7.063933047646708019e+02 3.111070399495863512e+02 5.123758226075182029e+04 -2.821313484240295821e+01 7.303611358166718856e+05 4.132096164746969407e+03 8.794178252879351930e+03 -8.661518165789144405e+03 -2.693352348918073957e+01 -1.572751402662681903e+04 2.526492337963209991e+02 0.000000000000000000e+00 -9.610129494316555565e+02
-4.849757102357174517e+03 2.269906402783363228e+04 9.756965743517926057e+02 7.753952897891629163e+02 3.892810198262156351e+00 -4.373471171372530080e+03 -1.472285310171358651e+04 4.736845790123704319e+03 1.790381818346536193e+03 1.036570531077956900e+02 -1.977498372906915620e+03 -8.242355645129573531e+02 -1.762525706307877408e+04 -8.599392484300370825e+02 -2.102782937190121629e+03 5.297546066926390296e+00 9.338392943994922746e+01 3.151205750165761970e+02 -1.554794399585596523e+02 1.914198133176935244e+03 -6.452580685496175647e+03 -4.494160152093283678e+00 1.585297445584826050e+02 -5.336918393564368444e+02 -1.567632096512228964e+04 9.775107636958972890e+00 -2.228936192099266918e+05 -1.294782815254561001e+03 -2.940511785404194143e+03 2.983333423296795900e+03 9.161919366406552356e+00 5.464000608364174695e+03 -8.017044332596812239e+01 0.000000000000000000e+00 3.989231435964514958e+02
-1.272027436997020777e+04 1.266788469187049486e+04 1.127468048277178013e+03 2.760422028712658175e+03 -9.016977906792774888e+00 -2.299131301348095349e+03 -7.737757010903870651e+03 1.790381818346536193e+03 1.027386040662282358e+04 -2.663523828243490357e+02 4.028183338369200897e+02 1.365172406326226167e+02 -9.784101881643375236e+03 -3.618979220430260852e+02 -1.955058116874382222e+03 -1.599930924893240913e+01 -2.388268598753543586e+02 1.151000535791085895e+02 9.065862215673936362e+02 3.393295813325780273e+03 -3.596476988504248766e+03 4.078420836576307273e+00 -9.057186777615328310e+02 1.310361214945308802e+03 -1.087344033099881017e+03 -1.185146733278423525e+01 -1.987476069091934769e+05 -2.424520235671814419e+02 -2.341666399344745457e+02 -3.770976958847545575e+03 -1.329622591752677607e+01 -5.000130833670214088e+03 -6.415655310163154468e+01 0.000000000000000000e+00 1.956091552261212314e+02
3.048189174055647186e+02 1.046133248885534613e+03 2.372137740623212565e+01 -9.156412463914490729e+01 3.707153018441589865e+01 -2.279889001844013876e+02 -6.270670504529442724e+02 1.036570531077956900e+02 -2.663523828243490357e+02 1.270632055377462621e+03 -1.805492333163716268e+01 8.438467914387864921e-01 -8.227697097026658639e+02 -3.939236063257916953e+01 -4.560424669760783445e+01 8.374126359107543749e+01 1.139575139256397051e+03 -2.561748341895500936e+00 3.125851775812128253e+01 -4.042307952349422351e+01 -2.949318946810246871e+02 2.979523781273722693e-02 -3.113345182021051372e+01 3.873854744158366259e+01 -3.115821052232898296e+02 -9.528181594134614574e-02 -1.339084781753487368e+04 -4.278146505856101101e+01 -6.973891218762611288e+01 -2.871989734533896765e+01 -9.155866422416884809e-02 -4.551394788883512632e+01 -2.644815334308866284e+00 0.000000000000000000e+00 2.132547847230245708e+01
