4.401826865609677384e+02 3.312641222149618898e+03 3.341416557759799133e+01 4.980183636533018188e+01 -3.068937077168808628e+03 1.180046175384532717e+03 -7.210311419943333533e+01 -3.875029541583336012e+00 2.811152102302609705e+02 3.931184534860278177e+02 -4.057255840951612527e+02 0.000000000000000000e+00 -3.752355286331939624e+03 2.598475349837354429e+02 6.936307695003987028e+00 -1.008848108969823329e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.943649515164546528e+02 0.000000000000000000e+00 7.864167086880442525e+01
3.312641222149618898e+03 6.405870165176021692e+04 -5.159383770618238486e+03 -5.080967154024271792e+01 -5.611267268531572336e+04 -8.400137686033613136e+03 -3.641431974695336066e+03 -1.380015885102052152e+03 1.940202481558287900e+03 -7.164444886617754946e+02 -2.458993309760138072e+04 0.000000000000000000e+00 -6.273351363062995370e+04 3.492409099242287084e+03 -9.649276767181597734e+02 5.528151708466177752e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.428259466307891046e+01 0.000000000000000000e+00 1.983223918606861616e+03
3.341416557759799133e+01 -5.159383770618238486e+03 1.161968079930209115e+03 2.247271021087306622e+02 4.174638290666466673e+03 5.916975935797347120e+03 5.402710889741150595e+02 1.672360139795331122e+02 5.807378103104503708e+01 9.345267979766653070e+02 5.002109207366992450e+03 0.000000000000000000e+00 3.821866468735312537e+03 -1.295143136532507100e+01 5.825998391929666695e+02 -2.744165299287034941e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.509057300673571490e+03 0.000000000000000000e+00 -1.985136550743231680e+02
4.980183636533018188e+01 -5.080967154024271792e+01 2.247271021087306622e+02 9.179695508830076278e+01 6.211320669648107184e+01 1.674120291113690200e+03 -1.096231101966971089e+01 -1.242688459695764713e+01 -4.221232862276713149e+01 2.425018897288801156e+02 1.143974801769456235e+03 0.000000000000000000e+00 -3.709187478560434101e+02 1.433246562780746274e+02 1.989370261342039612e+02 -9.506198359182694730e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.122918567438705395e+02 0.000000000000000000e+00 4.900723104380514950e-01
-3.068937077168808628e+03 -5.611267268531572336e+04 4.174638290666466673e+03 6.211320669648107184e+01 5.077224645281737321e+04 3.746017354725672249e+03 2.005517429631576988e+03 8.459089318710558700e+02 -2.922978452749191547e+03 1.673223952811971458e+02 2.119118346598759672e+04 0.000000000000000000e+00 5.478611551874444558e+04 -2.454464223878705525e+03 8.080681466305245522e+02 -7.213774439972950177e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.454146255531762506e+02 0.000000000000000000e+00 -1.562390596621748728e+03
1.180046175384532717e+03 -8.400137686033613136e+03 5.916975935797347120e+03 1.674120291113690200e+03 3.746017354725672249e+03 4.196628863113377156e+04 3.098463437128285477e+03 7.965374296579401516e+02 1.975005580266757079e+03 6.087808926200297719e+03 2.553511166603932361e+04 0.000000000000000000e+00 1.965088178601843367e+02 9.330149010480181460e+02 4.020198540632897675e+03 -1.823987851494499773e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.861115077572902010e+03 0.000000000000000000e+00 -6.478866186365733029e+02
-7.210311419943333533e+01 -3.641431974695336066e+03 5.402710889741150595e+02 -1.096231101966971089e+01 2.005517429631576988e+03 3.098463437128285477e+03 1.073333789518653248e+03 3.402259348631047260e+02 7.841014312563902422e+02 3.703924482543974932e+02 1.639897171029973833e+03 0.000000000000000000e+00 3.696437198030825130e+03 -6.434727504134041283e+02 8.081037158558420685e+01 1.643549590448452875e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.386931966027021303e+02 0.000000000000000000e+00 -2.401173351549158212e+02
-3.875029541583336012e+00 -1.380015885102052152e+03 1.672360139795331122e+02 -1.242688459695764713e+01 8.459089318710558700e+02 7.965374296579401516e+02 3.402259348631047260e+02 1.510825315140805003e+02 2.474265824763996307e+02 1.112507860998192371e+02 4.748975104555333928e+02 0.000000000000000000e+00 1.417811222249692491e+03 -2.254333105995343374e+02 -1.954142799303883393e+01 9.506290272275894893e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.558266552791691595e+01 0.000000000000000000e+00 -8.512783968107031285e+01
2.811152102302609705e+02 1.940202481558287900e+03 5.807378103104503708e+01 -4.221232862276713149e+01 -2.922978452749191547e+03 1.975005580266757079e+03 7.841014312563902422e+02 2.474265824763996307e+02 1.037930718457606872e+03 3.247389178898883415e+02 -8.060508235201211846e+02 0.000000000000000000e+00 -1.697515549172216197e+03 -3.818879343164350644e+02 -1.142682068090543339e+02 3.968594898881649442e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.523666951547821782e+02 0.000000000000000000e+00 -7.394336328479828069e+01
3.931184534860278177e+02 -7.164444886617754946e+02 9.345267979766653070e+02 2.425018897288801156e+02 1.673223952811971458e+02 6.087808926200297719e+03 3.703924482543974932e+02 1.112507860998192371e+02 3.247389178898883415e+02 1.098986129479236524e+03 3.652826423968191648e+03 0.000000000000000000e+00 -7.248300019212575762e+02 2.447919352501426431e+02 5.150112339589782096e+02 -3.109916274001135662e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.724084411990088256e+03 0.000000000000000000e+00 -7.617348384637530501e+01
