5.113720693832862594e+02 8.392686328968472935e+02 -5.218662566755194803e+02 8.783812781578926661e+02 1.606665052849945710e+02 1.269398169869873385e+02 2.087399255231844393e+02 6.281120563895615305e+02 1.405943239241891888e+03 0.000000000000000000e+00 0.000000000000000000e+00 -6.314283796743265498e+01 -3.773144823177716489e+02 -2.008482873979556643e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.077841606690532672e+03 0.000000000000000000e+00 -4.304502737033034521e+01
8.392686328968472935e+02 2.319463660920986058e+03 -1.158854829310838340e+03 1.704751287044104856e+03 3.123722912368917832e+02 4.224201884864659178e+02 3.859565376682303963e+02 1.026016097641842634e+03 3.212845489164807532e+03 0.000000000000000000e+00 0.000000000000000000e+00 -1.183606828521588739e+02 -5.711588043983629177e+02 -4.416115204087473103e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.188228065405843608e+03 0.000000000000000000e+00 -1.160543460935822253e+02
-5.218662566755194803e+02 -1.158854829310838340e+03 2.197347639636886925e+03 -1.197920008054776190e+03 -5.888998559158167154e+02 2.231305354886190173e+02 -6.812050320486824830e+02 -6.859817868199360191e+02 -1.438480074034460813e+03 0.000000000000000000e+00 0.000000000000000000e+00 3.447795975283611369e+02 2.212931060333673088e+02 2.204508870500197190e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.095618913578084857e+03 0.000000000000000000e+00 2.427214427642340695e+02
8.783812781578926661e+02 1.704751287044104856e+03 -1.197920008054776190e+03 1.639477581377030901e+03 3.391622764652192359e+02 2.160598261056648255e+02 4.245955503004158800e+02 1.082146882978564463e+03 2.654187440156496450e+03 0.000000000000000000e+00 0.000000000000000000e+00 -1.406983555458721469e+02 -5.887641763061288884e+02 -3.777273881780502052e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.005720201399502457e+03 0.000000000000000000e+00 -1.137717966113633423e+02
1.606665052849945710e+02 3.123722912368917832e+02 -5.888998559158167154e+02 3.391622764652192359e+02 1.782368046834438076e+02 -4.979456171050520652e+01 2.072325566757478725e+02 2.116179590542061817e+02 4.136057182091482218e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.082808168084457208e+02 -8.662709058435603993e+01 -6.027977296453605049e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.888315206945484874e+02 0.000000000000000000e+00 -5.861532871457053773e+01
1.269398169869873385e+02 4.224201884864659178e+02 2.231305354886190173e+02 2.160598261056648255e+02 -4.979456171050520652e+01 2.009001937306007335e+02 -4.936002640272126740e+01 1.440338767368858441e+02 6.310910316130743922e+02 0.000000000000000000e+00 0.000000000000000000e+00 4.704429220172887227e+01 -1.278772565357293018e+02 -7.896854679864567288e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.817347805004814063e+02 0.000000000000000000e+00 3.259903631501571653e+01
2.087399255231844393e+02 3.859565376682303963e+02 -6.812050320486824830e+02 4.245955503004158800e+02 2.072325566757478725e+02 -4.936002640272126740e+01 2.452331040314497557e+02 2.750394254761393427e+02 5.313832065811312759e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.245190624861256339e+02 -1.251827302081341884e+02 -7.734464776084272444e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.777601899503177947e+02 0.000000000000000000e+00 -6.649813895696186705e+01
6.281120563895615305e+02 1.026016097641842634e+03 -6.859817868199360191e+02 1.082146882978564463e+03 2.116179590542061817e+02 1.440338767368858441e+02 2.750394254761393427e+02 7.806014063870156861e+02 1.712702260119271159e+03 0.000000000000000000e+00 0.000000000000000000e+00 -8.807678314844136480e+01 -4.660565038079449209e+02 -2.449314928144030091e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.311687163486579266e+03 0.000000000000000000e+00 -5.696593747085552195e+01
1.405943239241891888e+03 3.212845489164807532e+03 -1.438480074034460813e+03 2.654187440156496450e+03 4.136057182091482218e+02 6.310910316130743922e+02 5.313832065811312759e+02 1.712702260119271159e+03 5.364682691738563335e+03 0.000000000000000000e+00 0.000000000000000000e+00 -1.330474152230057996e+02 -9.950573476768430510e+02 -6.668644647926852485e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.437701444012808679e+03 0.000000000000000000e+00 -1.282827646619308268e+02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.957802911379595656e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
