1.398020478752447161e+04 -1.830262143611992360e+04 -9.082015042611121771e+02 -2.804735050731772844e+03 3.962615108117645235e+01 3.663035679268175500e+03 1.122781542405157597e+04 -4.129876531607687866e+03 -1.253449452422383547e+04 5.577019196166437496e+02 -3.095595595556761168e+02 2.299745058985290598e+02 1.900392284630757422e+04 5.293106206591112368e+02 2.112997802721089101e+03 6.728131876742322959e+01 4.506234437797778014e+02 -3.254011786717032919e+02 -6.682734019639207190e+02 -6.061505070934764490e+02 5.816697437382268845e+02 5.571907655860816249e+02 -1.840887208571712108e+03 7.760338949811249222e+03 0.000000000000000000e+00 2.475326576049918076e+05 9.842218068184848789e+02 6.016906797472577182e+02 1.873493766155417688e+03 2.525619584396573636e+00 1.691897622771344004e+03 3.045253087165976922e+02 -3.009362615091610564e+02
-1.830262143611992360e+04 7.188857465638360009e+04 2.163820805752143315e+03 3.013886807117069111e+03 1.309282815347437179e+02 -1.444614675058431749e+04 -4.589772906305143260e+04 1.732206936771441906e+04 1.008012756669866940e+04 1.834870890627752487e+03 -3.694184897360566538e+03 -2.773533136431027287e+03 -7.464060692361171823e+04 -2.504915584094090718e+03 -5.458426959637516120e+03 2.217952665120040763e+02 1.481582111052939808e+03 1.434983798188216724e+03 -7.502929455289828411e+02 1.056016169639359759e+03 -2.289370570088548902e+03 1.318551201620105985e+03 1.895630801227157463e+03 -5.796442918798329629e+04 0.000000000000000000e+00 -7.500522179582025856e+05 -5.733059889721080253e+03 -7.334695172753644329e+03 8.831084492970638166e+03 2.404748024381847316e+00 1.666171121995365320e+04 -8.661454829743860273e+02 1.184170825790411300e+03
-9.082015042611121771e+02 2.163820805752143315e+03 8.141979665233995433e+01 1.669839835474288634e+02 2.199832211551107974e+00 -4.510990075230321850e+02 -1.342006173747500952e+03 5.162451047005922646e+02 6.890173793100863122e+02 2.827336331747250497e+01 -5.596188915050220203e+01 -6.107666757658377321e+01 -2.252453006617849042e+03 -7.606526782729102365e+01 -1.940578160763172093e+02 3.029974934766915151e+00 2.303405450784711661e+01 3.845510593547121658e+01 2.306778887408490419e+01 4.525231973395421647e+01 -6.862137564733849615e+01 -7.854468810701173531e+00 1.194929599497832413e+02 -1.439801537394205297e+03 0.000000000000000000e+00 -2.541064126921623028e+04 -1.539665806395164225e+02 -1.709368611600473571e+02 8.181927786247553058e+01 -6.543401082583610862e-02 2.257731597860787929e+02 -3.037767434169132841e+01 3.941178420906361168e+01
-2.804735050731772844e+03 3.013886807117069111e+03 1.669839835474288634e+02 5.730777002662151745e+02 -1.118339264924176568e+01 -5.877941869534095076e+02 -1.842923889411681103e+03 6.603134428336488781e+02 2.598995055568522275e+03 -1.555256114924979727e+02 1.146346721821520163e+02 -1.559104344184272684e+01 -3.124779455181182129e+03 -7.724545444700893881e+01 -3.858745917431246539e+02 -1.849561641320968519e+01 -1.257983350677465495e+02 5.431214818760903285e+01 1.456138353017268230e+02 1.175685735372922807e+02 -9.596681295045921445e+01 -1.283873892232954006e+02 3.716113112495173709e+02 -9.311039006790381336e+02 0.000000000000000000e+00 -4.328498041420990921e+04 -1.375674180526946770e+02 -3.149704672591031596e+01 -5.113183721356152773e+02 -5.722064742427053208e-01 -5.617140437614991697e+02 -5.388708475157742583e+01 4.554497462893917969e+01
3.962615108117645235e+01 1.309282815347437179e+02 2.199832211551107974e+00 -1.118339264924176568e+01 6.549757182479228668e+00 -2.712527028457091305e+01 -8.028766501123061516e+01 1.415644182450387767e+01 -4.413616476889509954e+01 8.996727499270149053e+01 3.000029168324942486e+00 -1.315674342489805859e+00 -1.370218848530423088e+02 -4.146224553337126473e+00 -3.467787677809399671e+00 1.050094221173583797e+01 7.288830678420650599e+01 8.009272004679464096e-01 2.968962217365364253e+00 -9.188606791493270087e-01 -4.193127933699957843e+00 -1.835105018451036907e+00 1.324478970694938518e+01 -6.108881194858670227e+01 0.000000000000000000e+00 -1.681278193602928013e+03 -9.106790118617903218e+00 -5.432848146286517022e+00 -4.262250559710492048e-01 -4.925246531741903425e-03 -9.626172102737168279e-01 -1.060382796865086075e+00 1.465753164133494879e+00
3.663035679268175500e+03 -1.444614675058431749e+04 -4.510990075230321850e+02 -5.877941869534095076e+02 -2.712527028457091305e+01 3.882388834125764788e+03 8.120361541013905480e+03 -3.878454205743984858e+03 -2.060450099641213001e+03 -3.848915738174530929e+02 1.092640381005844347e+03 3.363384766747030881e+02 1.525565783571753855e+04 7.721332743981556632e+02 1.088854421655586066e+03 -4.696347459880274755e+01 -3.106857627392554377e+02 -8.327819098494416039e+01 -2.342255964660687084e+02 -2.387091095691691010e+02 4.390284649381401891e+02 1.837635769176118288e+02 1.467683603669438526e+02 1.001318887810390697e+04 0.000000000000000000e+00 1.660436879694232193e+05 1.064116981789453121e+03 1.715093813025534701e+03 -1.453462976236714894e+03 -2.936311386139632273e-01 -2.995601532442779899e+03 1.958337305214932087e+02 -5.847180302894930719e+02
1.122781542405157597e+04 -4.589772906305143260e+04 -1.342006173747500952e+03 -1.842923889411681103e+03 -8.028766501123061516e+01 8.120361541013905480e+03 3.060829487786132813e+04 -1.067573098483062131e+04 -5.797063933916384485e+03 -1.119512819161675679e+03 2.088461176090873323e+03 2.056889933711790945e+03 4.738050671768423490e+04 1.298321708008418682e+03 3.427773461438165668e+03 -1.348719341406626597e+02 -9.040065589420652259e+02 -1.160753582225427408e+03 1.027107454514012943e+03 -6.257045320496424665e+02 1.486156468940548166e+03 -1.467831270065747503e+03 -1.676733300193761579e+03 3.941035203751173685e+04 0.000000000000000000e+00 4.541654944958157139e+05 3.799733572267029103e+03 4.507887173411593722e+03 -6.471203204544527580e+03 -2.102653831825808783e+00 -1.182752689140515031e+04 5.239211469114300144e+02 -3.623994476660423061e+02
-4.129876531607687866e+03 1.732206936771441906e+04 5.162451047005922646e+02 6.603134428336488781e+02 1.415644182450387767e+01 -3.878454205743984858e+03 -1.067573098483062131e+04 4.478279024548494817e+03 2.017342623645915410e+03 1.781964444834757728e+02 -1.163937300547454015e+03 -6.248143768002108800e+02 -1.812046015628494570e+04 -7.215829087680865541e+02 -1.285906464792195266e+03 1.868034903436854322e+01 1.452984804133301964e+02 2.919462977744185537e+02 -1.275377747034437448e+02 2.556356910187593883e+02 -5.448040179946333410e+02 2.473135456928488907e+02 1.387745567824847228e+02 -1.399893474249529936e+04 0.000000000000000000e+00 -1.794747136520178465e+05 -1.411224192791280529e+03 -2.010181925167080180e+03 2.479156516335417109e+03 8.574447832455848184e-01 4.669362158026617180e+03 -2.160094997305984919e+02 4.163920785033920993e+02
-1.253449452422383547e+04 1.008012756669866940e+04 6.890173793100863122e+02 2.598995055568522275e+03 -4.413616476889509954e+01 -2.060450099641213001e+03 -5.797063933916384485e+03 2.017342623645915410e+03 1.234239191428965387e+04 -6.151582701450953437e+02 9.460396403100145335e+02 1.721993304364105768e+02 -1.043898492748409990e+04 -2.606675637579751879e+02 -1.630062102864346798e+03 -7.361841104410669345e+01 -4.972131791843840460e+02 1.128946394994932234e+02 9.898470274137588376e+02 5.149078526002938361e+02 -3.167492027039303935e+02 -9.591385179965858470e+02 1.828553100277469184e+03 5.374352416168780344e+00 0.000000000000000000e+00 -1.774212501129277807e+05 -2.545744838218962229e+02 3.851153023774029975e+02 -3.897921829003332732e+03 -3.588759967555546382e+00 -5.202681777355349368e+03 -2.119478540665894855e+02 1.887612497586069367e+02
5.577019196166437496e+02 1.834870890627752487e+03 2.827336331747250497e+01 -1.555256114924979727e+02 8.996727499270149053e+01 -3.848915738174530929e+02 -1.119512819161675679e+03 1.781964444834757728e+02 -6.151582701450953437e+02 1.348936449274567394e+03 4.416841319826381351e+01 -1.422385567182585397e+01 -1.921012183668893385e+03 -5.326143058400092656e+01 -4.220189693005266918e+01 1.745136732770277774e+02 1.084067430904173079e+03 1.046504088574780944e+01 4.294901857495758435e+01 -1.365808175088066534e+01 -5.859901553096094773e+01 -2.777291212762188266e+01 1.820829786384605882e+02 -7.640495917397395260e+02 0.000000000000000000e+00 -2.365059392998291878e+04 -1.202537453912233332e+02 -6.662411069020826915e+01 -7.135812207620426229e+00 -6.301717229413210386e-02 -1.458627850893149613e+01 -1.378391431556139857e+01 2.331164480012582274e+01
