3.968056323070583858e+03 -1.294099178917997051e+04 -2.694559608463592895e+02 -1.137444770564731243e+03 3.838865285025302221e+00 2.346766850612246344e+03 4.504919957813828660e+03 -2.122422351665848055e+03 -3.635745415855829378e+03 7.429692950175557087e+01 1.913730490553462289e+02 -1.224801711573966934e+01 8.805350393437609455e+03 3.366054784218956684e+02 4.588878014820031694e+02 1.798326308392302508e+03 3.430041736779142703e+00 6.550641635852615252e+01 6.653515471034515016e+00 -5.817539370443452071e+02 -3.834707003854501863e+02 4.549929077450345176e+03 -5.359509927591914220e+02 5.813555570200538796e+02 -2.428447160202656505e+02 3.240355282535816514e+03 1.656110517006974533e+03 3.591074066671640321e+04 3.584284493729055043e+02 7.597593260913353106e+02 9.345599911176734622e+02 8.278528420494554396e+00 4.449127851278450180e+03 3.379275691378514779e+01 0.000000000000000000e+00 -1.327196434136252208e+02
-1.294099178917997051e+04 1.854633284565084323e+05 1.739917583974034414e+03 3.019911764301804851e+03 1.035012152332700168e+02 -2.991257669620387969e+04 -6.802240401647736144e+04 3.092239531250212895e+04 7.421474601305310898e+03 2.376881822552242284e+03 -1.215891269944961823e+04 -3.460802308303030259e+03 -1.250628713272182213e+05 2.905195838348379311e+03 -5.629642842946831479e+03 -1.378564622304685327e+04 1.126940728594440770e+02 2.124417655192509301e+03 7.911060715456007983e+02 1.062723970093632033e+03 2.860995557507056674e+03 -6.600512799000185623e+04 -4.571760256629358992e+03 -1.051070214430960277e+03 -7.607080855283456003e+03 -9.044767374796479999e+04 9.816048508528459934e+03 -3.209730218398704892e+05 -8.683045649151843463e+03 -2.017696141356657245e+04 4.957982075098017958e+03 3.433838243866971141e+01 4.001190851910521451e+04 -2.832349398545434838e+02 0.000000000000000000e+00 1.604140010861581459e+03
-2.694559608463592895e+02 1.739917583974034414e+03 2.466066841188324688e+01 7.210899359628905358e+01 8.515099669283350270e-01 -3.172685904636429086e+02 -6.084287888307555932e+02 2.989238842776077831e+02 2.203258539683374977e+02 1.994320149619523264e+01 -8.245508774143695518e+01 -1.541700770658527553e+01 -1.183912364909349208e+03 -3.237432893628522379e+00 -6.206504363043640637e+01 -1.783643683802159785e+02 9.299412810944120977e-01 1.787799084241887115e+01 6.375173902673216819e-01 4.160480270772443134e+01 3.702325291772054072e+01 -6.109895710169624863e+02 5.419961127693758485e+00 -4.152539075947175462e+01 -3.627068280874699724e+01 -6.692557217519658934e+02 -3.807732503738814955e+01 -3.831146536072974868e+03 -6.969078116628426756e+01 -1.638154660389808441e+02 -2.404769122168888629e+01 -2.563512281864531728e-01 -4.127168355059755811e+01 -3.358452661579510057e+00 0.000000000000000000e+00 1.826063584727415190e+01
-1.137444770564731243e+03 3.019911764301804851e+03 7.210899359628905358e+01 3.302119552457861005e+02 -1.982165795524943430e+00 -5.411805081787172185e+02 -1.053086096606524507e+03 4.832117025518153923e+02 1.063294629118059220e+03 -4.111919615555809315e+01 2.106614432313566709e+00 1.575892778796670513e+01 -2.053794146838785764e+03 -1.117681967631485520e+02 -1.058403089715742738e+02 -4.699178088586743343e+02 -1.905518742470063254e+00 -3.648861111711270411e+01 -1.884070725793390189e+00 1.635856390884755740e+02 1.009344324764297340e+02 -1.064151805456272768e+03 1.777483445156783830e+02 -1.635069448147845037e+02 1.156002335270692072e+02 -5.753683817354525445e+02 -5.328511740105167291e+02 -9.158713760747134074e+03 -6.712060735372300257e+01 -1.270555319301303712e+02 -2.986015602777242748e+02 -2.610745262827464774e+00 -1.477966650959610661e+03 -8.875133331717883323e+00 0.000000000000000000e+00 2.993568796032482382e+01
3.838865285025302221e+00 1.035012152332700168e+02 8.515099669283350270e-01 -1.982165795524943430e+00 2.311701100747316939e+00 -1.481603863729894854e+01 -3.943393549093273265e+01 1.197480348036160436e+01 -5.707054146586178156e+00 5.270404788945220531e+01 -2.374671914837367392e+00 -6.686674114233485122e-01 -6.992194297094692956e+01 1.324512912574190016e-01 -2.843070546031941870e+00 -6.159640889070686853e+00 2.471991102823623887e+00 4.713453962077666404e+01 7.788727007164462923e-02 1.148089759484872463e+00 6.886808383264987343e-01 -3.797064710278820598e+01 -2.034095725271169164e-01 -1.136804515027797668e+00 2.503071704224339111e+00 -3.481993415486579835e+01 -3.877723286344033071e-01 -2.201173208714600662e+02 -4.470923866134214997e+00 -7.503299868717811627e+00 -1.675655447843095724e-01 -1.007722754206955744e-03 -1.232147641404341964e+00 -1.671741248164707039e-01 0.000000000000000000e+00 4.421373686948977255e-01
2.346766850612246344e+03 -2.991257669620387969e+04 -3.172685904636429086e+02 -5.411805081787172185e+02 -1.481603863729894854e+01 7.813840249124532420e+03 8.660753428353860727e+03 -5.933001804924789212e+03 -1.555885097101094516e+03 -3.515113562325191765e+02 2.679096229115315055e+03 2.251492735862980865e+01 2.084022965472712167e+04 -1.870251141981740659e+02 1.519744371032259323e+03 2.766971737531661347e+03 -1.685840206740552460e+01 -3.147805374453760123e+02 3.922835582221777031e+02 -7.973279376986962461e+02 -6.065656263242839259e+02 9.710628687286902277e+03 2.900640008011102964e+02 7.981757239061552127e+02 3.046999921544330846e+03 1.066859391569224135e+04 -6.840775042438837090e+02 6.237882983334496384e+04 1.171905719883769962e+03 3.942281282551492950e+03 -2.732656039900244878e+02 -8.349827642709265474e-01 -3.582575406303867567e+03 2.934204148927745948e+01 0.000000000000000000e+00 -6.267192114015583684e+02
4.504919957813828660e+03 -6.802240401647736144e+04 -6.084287888307555932e+02 -1.053086096606524507e+03 -3.943393549093273265e+01 8.660753428353860727e+03 2.673796097691027171e+04 -1.062553730635814827e+04 -2.397573913621803968e+03 -8.964405374908312751e+02 3.917498384156008342e+03 1.685205648729988297e+03 4.535613393390420970e+04 -1.295216951549636178e+03 1.593448595574702040e+03 4.624877280264181536e+03 -4.234326763550479455e+01 -8.007343069993454492e+02 -6.939940866935097574e+02 1.151798517301827900e+02 -9.354892600704952201e+02 2.493683575475427642e+04 2.041635813959682537e+03 -1.216186970712518303e+02 1.386443711099753273e+03 3.625576987954331707e+04 -4.350408066637420234e+03 1.091484017574232566e+05 3.371988363091530573e+03 6.887938454257381636e+03 -2.255544014541257184e+03 -1.646543494103697824e+01 -1.711042722650541691e+04 1.165929574718980035e+02 0.000000000000000000e+00 -3.021329791819984507e+02
-2.122422351665848055e+03 3.092239531250212895e+04 2.989238842776077831e+02 4.832117025518153923e+02 1.197480348036160436e+01 -5.933001804924789212e+03 -1.062553730635814827e+04 5.550932238093698288e+03 1.200694955313810397e+03 2.682370351366015484e+02 -2.309535749385518557e+03 -4.171756254012938143e+02 -2.109365349446700566e+04 4.435406456996882412e+02 -1.139571268279933065e+03 -2.451788683459388722e+03 1.222793094027655947e+01 2.398036500846003207e+02 -1.068953448185846788e+01 3.202607893859095043e+02 5.205155212588082350e+02 -1.073932915240989860e+04 -6.972778295052137310e+02 -3.189649368461672339e+02 -1.844976582619853616e+03 -1.408242026050190543e+04 1.572744832682274591e+03 -5.548380639044338750e+04 -1.429548709573354245e+03 -3.683760186732064540e+03 7.832182021392804927e+02 5.234969443147032386e+00 6.568909816929507542e+03 -4.261231218844622504e+01 0.000000000000000000e+00 3.764027481689142292e+02
-3.635745415855829378e+03 7.421474601305310898e+03 2.203258539683374977e+02 1.063294629118059220e+03 -5.707054146586178156e+00 -1.555885097101094516e+03 -2.397573913621803968e+03 1.200694955313810397e+03 3.499524578324105732e+03 -1.149442634764912015e+02 1.832593197211697031e+02 1.399182826687158752e+02 -5.093563320629457849e+03 -4.714779620544569525e+02 -3.141392517311759320e+02 -1.453328936767782125e+03 -5.290264822647076315e+00 -1.017318576313401621e+02 -5.737573544908814682e+01 6.135300518894474635e+02 3.053634465436061305e+02 -2.544950362378512636e+03 7.487890963716363331e+02 -6.136482420237624638e+02 4.376061910934773209e+02 -3.085879924496113063e+02 -2.162321339314984471e+03 -2.779594836941015456e+04 -7.796270002735623450e+01 -1.537278512310559222e+02 -1.199928268180188979e+03 -1.027182528061505806e+01 -6.356391883248359591e+03 -2.449497426350454887e+01 0.000000000000000000e+00 9.868261850530417689e+01
7.429692950175557087e+01 2.376881822552242284e+03 1.994320149619523264e+01 -4.111919615555809315e+01 5.270404788945220531e+01 -3.515113562325191765e+02 -8.964405374908312751e+02 2.682370351366015484e+02 -1.149442634764912015e+02 1.313325097315280345e+03 -4.942797846208440404e+01 -1.046296102697356289e+01 -1.607963410151417065e+03 -2.014027220846011268e+00 -6.561393930569424526e+01 -1.442432624424633048e+02 6.830278214572894058e+01 1.174431423911718184e+03 -4.512599617301454868e-01 3.058352073478704014e+01 1.636860103425120627e+01 -8.682381966203042793e+02 3.332041782807943608e+00 -3.033566935318985003e+01 5.975760406521389712e+01 -7.234091018657886707e+02 -2.824028048418946568e+01 -5.191803897209679235e+03 -9.782175202733438368e+01 -1.648549537761560657e+02 -1.440112369309834328e+01 -1.099151440404340652e-01 -9.118377820368274911e+01 -3.796888123770169265e+00 0.000000000000000000e+00 1.160191328231855223e+01
