4.710962170545194567e+02 1.260338740456416105e+02 5.439051741051519002e+02 3.189004713219494036e+01 1.655969618659364642e+03 9.531804428069994284e-01 4.747785302490767378e+01 4.303601145172542175e+01 2.410844440098510688e+02 1.587055768239385316e+03 0.000000000000000000e+00 0.000000000000000000e+00 1.943900320312890813e+02 -1.737165524171164677e+01 -1.885627244867972422e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.883848506400367739e+01 0.000000000000000000e+00 2.194059619545991779e+01
1.260338740456416105e+02 3.845352943831849046e+01 2.079894209279919721e+02 -1.626962773966512232e+00 5.542484456508079802e+02 7.791432974224715702e-01 8.053457047438515204e+00 6.812783963465733450e+00 6.680516581087607619e+01 5.367337737107028488e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.660022779434072504e+01 2.338542646294460958e+00 -6.138005377340053883e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.819888993628914164e+01 0.000000000000000000e+00 7.529930159626539998e-01
5.439051741051519002e+02 2.079894209279919721e+02 1.606526465070678569e+03 -8.626930331517768025e+01 3.605837334133344029e+03 8.975103891374198284e+00 1.178930741851083219e+01 2.717265396277312561e+00 3.223860352239902340e+02 3.561974759268625803e+03 0.000000000000000000e+00 0.000000000000000000e+00 2.759206811692503720e+02 2.643588145772536180e+01 -3.847116860283196274e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.705320093410958577e+02 0.000000000000000000e+00 -3.071895203737696889e+01
3.189004713219494036e+01 -1.626962773966512232e+00 -8.626930331517768025e+01 2.644509099620142933e+01 -1.137455572279753540e+02 -9.945613562904628280e-01 1.574017206102006483e+01 1.503833181291554055e+01 1.327082990869529766e+01 -1.171263624469458335e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.226242700198507229e+00 -2.288559501743431568e+01 9.038362911308827563e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.901460795503084000e+00 0.000000000000000000e+00 1.421341707863213166e+01
1.655969618659364642e+03 5.542484456508079802e+02 3.605837334133344029e+03 -1.137455572279753540e+02 8.774268770222932289e+03 1.706246339767266562e+01 8.241322096706154809e+01 6.028578906680880323e+01 9.188684922715383436e+02 8.583727606156742695e+03 0.000000000000000000e+00 0.000000000000000000e+00 7.775638775002090597e+02 4.464425000973711377e+01 -9.529892101195135183e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.305849254580068077e+02 0.000000000000000000e+00 -2.763414877859048246e+01
9.531804428069994284e-01 7.791432974224715702e-01 8.975103891374198284e+00 -9.945613562904628280e-01 1.706246339767266562e+01 6.599538169256306819e-02 -3.080859890535190271e-01 -3.362562924232064820e-01 8.318874144146516381e-01 1.717785623493799108e+01 0.000000000000000000e+00 0.000000000000000000e+00 8.523385758016271962e-01 4.480463099419425554e-01 -1.733049602117526433e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.287060655441029988e-01 0.000000000000000000e+00 -4.545716466576716352e-01
4.747785302490767378e+01 8.053457047438515204e+00 1.178930741851083219e+01 1.574017206102006483e+01 8.241322096706154809e+01 -3.080859890535190271e-01 1.247172641493276934e+01 1.134187738037262072e+01 2.420480861341420109e+01 7.833380702384184247e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.353816408908966373e+01 -1.629438392263075031e+01 -1.100628411808636145e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.685555186545040662e+00 0.000000000000000000e+00 9.336883313812533558e+00
4.303601145172542175e+01 6.812783963465733450e+00 2.717265396277312561e+00 1.503833181291554055e+01 6.028578906680880323e+01 -3.362562924232064820e-01 1.134187738037262072e+01 1.096563811601267169e+01 2.199428803271852573e+01 5.687790380386123701e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.253458562639304219e+01 -1.585363043130073457e+01 -8.591410934747173656e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.545121212205073036e+00 0.000000000000000000e+00 8.552256182601468026e+00
2.410844440098510688e+02 6.680516581087607619e+01 3.223860352239902340e+02 1.327082990869529766e+01 9.188684922715383436e+02 8.318874144146516381e-01 2.420480861341420109e+01 2.199428803271852573e+01 1.317258320464447934e+02 8.876978753086823417e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.012237763089872686e+02 -1.246835812812773980e+01 -1.038247579585866333e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.835571944322048665e+01 0.000000000000000000e+00 1.004434330357687344e+01
1.587055768239385316e+03 5.367337737107028488e+02 3.561974759268625803e+03 -1.171263624469458335e+02 8.583727606156742695e+03 1.717785623493799108e+01 7.833380702384184247e+01 5.687790380386123701e+01 8.876978753086823417e+02 8.965234449135030445e+03 0.000000000000000000e+00 0.000000000000000000e+00 7.490449569162518628e+02 3.681868923368587332e+01 -9.310116980990531374e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.197361268253005733e+02 0.000000000000000000e+00 -2.953237027383962499e+01
