1.390918948838935285e+04 -2.371150151023055514e+04 -9.243532567968183002e+02 -4.070537497724433706e+03 4.670507140064018131e+03 1.469256107793924821e+04 -5.547125050248152547e+03 -1.087127121003783213e+04 -1.386148776432414920e+01 4.421706463611903928e+02 2.328961110654726144e+04 8.060663875606932152e+02 2.671938743689443527e+03 7.548406297278571486e+00 1.884376235707694036e+01 -4.130419891331690110e+02 -4.193883028775438788e+02 -1.466722694247507661e+03 2.115083905649603366e+03 4.046644542621519918e+02 -2.192479827942791417e+03 1.184658198504917527e+04 0.000000000000000000e+00 3.332524641107473872e+05 1.333845893759810224e+03 1.151295259917455041e+03 1.066788347526416374e+03 5.330452109294978591e+00 5.384002669532011396e+02 4.315039548409165491e+02 -3.708967813898839836e+02
-2.371150151023055514e+04 8.521200625908389338e+04 2.354491673901446575e+03 6.133273246626313266e+03 -1.696798702590800895e+04 -5.447021406558411400e+04 2.122746370751477298e+04 1.169242365893217175e+04 -4.812085390435396221e+03 -3.191285729505079416e+03 -8.364264646168530453e+04 -3.326491509464409773e+03 -7.280609792333689256e+03 1.203580165466958931e+02 5.116964837864454125e+02 1.634586014807829997e+03 -1.450374475311797141e+03 3.117178878561043348e+03 -7.593267545104395140e+03 1.510262216000584658e+03 2.608145945911429862e+03 -6.601357513546090922e+04 0.000000000000000000e+00 -9.737130709336705040e+05 -6.254130317331405422e+03 -8.574416406551337786e+03 9.506527582532497036e+03 2.604154118549689922e+00 1.945610659536781895e+04 -1.263887395618488654e+03 1.441992602770920030e+03
-9.243532567968183002e+02 2.354491673901446575e+03 7.697639785546421365e+01 2.543298230795157053e+02 -4.803415085431876719e+02 -1.471752671836143008e+03 5.840656191317341381e+02 6.008874174981232272e+02 -8.051820140996433395e+01 -7.085866567207874311e+01 -2.316678837054799715e+03 -9.265306239680137423e+01 -2.274962389237809077e+02 -1.007429518719967332e+00 -2.986992245541056690e+00 4.188262249462042064e+01 -2.643641542054865123e+00 1.095029020407888964e+02 -2.094811226519204013e+02 4.219678585046203523e+00 1.326248384845305566e+02 -1.587531367826869655e+03 0.000000000000000000e+00 -2.958316988605259758e+04 -1.598965405457130657e+02 -1.953667141521256951e+02 1.169598382713948723e+02 -1.688632512059038415e-01 2.981800821817353722e+02 -3.915198947755348513e+01 4.139263335953195622e+01
-4.070537497724433706e+03 6.133273246626313266e+03 2.543298230795157053e+02 1.208243041497761851e+03 -1.181378491845185863e+03 -3.798396751671680704e+03 1.397974658540786322e+03 3.306761364273647359e+03 9.198530284981740124e+01 -8.842822870653823486e+01 -6.018315539287542379e+03 -1.927425139183770284e+02 -7.308603688355236727e+02 -1.487027191629564093e+00 -2.937205108108321916e+00 1.080119550367714965e+02 1.493264452653909302e+02 4.162674856652481594e+02 -5.483677010628880453e+02 -1.455716583256011631e+02 6.620734897535550090e+02 -2.654866053620843559e+03 0.000000000000000000e+00 -8.963741394750289328e+04 -3.182296834154650469e+02 -2.123547186718907938e+02 -5.027771745619668309e+02 -1.749599833939829763e+00 -4.957770988171579347e+02 -1.151405197531450568e+02 8.712157137876161528e+01
4.670507140064018131e+03 -1.696798702590800895e+04 -4.803415085431876719e+02 -1.181378491845185863e+03 4.411004096498436411e+03 9.677024421146599707e+03 -4.565914641631366976e+03 -2.296380110369369959e+03 1.333314686411186130e+03 4.062266142387082368e+02 1.687330913112041526e+04 9.612441634060219258e+02 1.418476717494101877e+03 -2.540860010548172809e+01 -1.078322206709482458e+02 -1.171480381170473208e+02 -1.069733637997720308e+02 -6.763294528564724715e+02 1.444824613108389258e+03 1.001866737825641849e+02 1.125757324967245694e+02 1.144387480741572108e+04 0.000000000000000000e+00 2.101703442614638479e+05 1.155553755549238076e+03 1.947125889066547870e+03 -1.626797099514602451e+03 -4.776141122476006973e-01 -3.564682802648309007e+03 2.871471939936116655e+02 -6.774560794907723675e+02
1.469256107793924821e+04 -5.447021406558411400e+04 -1.471752671836143008e+03 -3.798396751671680704e+03 9.677024421146599707e+03 3.622414279513202928e+04 -1.325170505600796969e+04 -6.877918648908201249e+03 2.797009938074832917e+03 2.341385627549670062e+03 5.323706932048402814e+04 1.790476230498868972e+03 4.608779404794455331e+03 -7.257436820163003688e+01 -3.077110426293090200e+02 -1.295797211460881272e+03 1.506970768145716420e+03 -1.882587130766524069e+03 4.932861502323285094e+03 -1.551654891687867803e+03 -2.239250120349644476e+03 4.475245184204976977e+04 0.000000000000000000e+00 5.944246130871291971e+05 4.142455937424260810e+03 5.313831088753619952e+03 -6.878063285317825830e+03 -2.548814071242035517e+00 -1.370816970818228765e+04 7.620719559554570424e+02 -4.745605577202252903e+02
-5.547125050248152547e+03 2.122746370751477298e+04 5.840656191317341381e+02 1.397974658540786322e+03 -4.565914641631366976e+03 -1.325170505600796969e+04 5.533101363273067363e+03 2.437323698740914097e+03 -1.426978288492728780e+03 -7.664504566748538537e+02 -2.095024947941969731e+04 -9.426830748643398010e+02 -1.775968912981646099e+03 -9.077341038019609343e+00 -2.674113830803559111e+01 3.663804003047435458e+02 -3.266262287225808905e+02 7.687298033253390486e+02 -1.876411956811427217e+03 3.408001506159866949e+02 3.925708838751811527e+02 -1.659661777303935742e+04 0.000000000000000000e+00 -2.402921058562906401e+05 -1.597517641632370214e+03 -2.344004809622784705e+03 2.684499996254399321e+03 1.251598925927078332e+00 5.484497439212174868e+03 -3.268894362039467865e+02 4.675883404520110957e+02
-1.087127121003783213e+04 1.169242365893217175e+04 6.008874174981232272e+02 3.306761364273647359e+03 -2.296380110369369959e+03 -6.877918648908201249e+03 2.437323698740914097e+03 9.768545420575834214e+03 8.415268295264355629e+02 6.096111529857242317e+01 -1.145089034004881614e+04 -3.492623520245420536e+02 -1.760263745779123610e+03 -7.423566851974110037e+00 -2.312571757034682918e+01 1.452751648095291443e+02 7.999332277297620521e+02 1.063186351990068488e+03 -1.036181853831988292e+03 -7.947262634902876925e+02 1.943489513810187873e+03 -1.808296495438509965e+03 0.000000000000000000e+00 -2.092367825945254590e+05 -4.027747717642940302e+02 1.386505549890164559e+02 -3.125185724496612238e+03 -6.950454168706047930e+00 -4.551981219046036131e+03 -2.551101052732252299e+02 1.869808042698981296e+02
-1.386148776432414920e+01 -4.812085390435396221e+03 -8.051820140996433395e+01 9.198530284981740124e+01 1.333314686411186130e+03 2.797009938074832917e+03 -1.426978288492728780e+03 8.415268295264355629e+02 7.636614223484211834e+02 1.933921873683951844e+02 4.814087088340182163e+03 3.064633760125373669e+02 2.368142726877200346e+02 3.362040307126460625e+00 1.231202400052961110e+01 -3.861214583308510129e+01 1.549314044097661451e+02 -8.073795802705274127e+01 4.057352463465015262e+02 -1.569525896323914935e+02 4.837562463580819667e+02 4.510522093658210906e+03 0.000000000000000000e+00 4.311515039423633425e+04 3.955014969385520658e+02 8.147024452480385435e+02 -1.424492760275321189e+03 -1.796838751454761018e+00 -2.669734902563961441e+03 6.704050087646163547e+01 -2.336227291085619697e+02
4.421706463611903928e+02 -3.191285729505079416e+03 -7.085866567207874311e+01 -8.842822870653823486e+01 4.062266142387082368e+02 2.341385627549670062e+03 -7.664504566748538537e+02 6.096111529857242317e+01 1.933921873683951844e+02 2.128998988567190906e+02 3.086431654215818526e+03 6.769897262799547377e+01 2.334091823674990565e+02 1.214479448209768009e+01 6.068868764610360955e+01 -1.138366029411564568e+02 2.024130400032230455e+02 -6.688853128596088027e+01 2.999556736209039514e+02 -2.060011388835781929e+02 -1.409479183565335063e+02 3.433256420793328743e+03 0.000000000000000000e+00 2.783911411460059026e+04 2.854451061834633379e+02 3.536400131458511282e+02 -7.095681536785532444e+02 -5.702243725539767327e-01 -1.268202002155576338e+03 3.566135533926977530e+01 3.300642471613516449e+01
