1.879217202097145446e+03 -7.235973343289121658e+03 -1.232587072388015059e+02 -4.873478028271631501e+02 4.554252994739887761e+00 2.190908424807931624e+03 1.922571310708143073e+03 -1.681550453203983579e+03 -1.825935612759150672e+03 7.221019605094528515e+01 2.511176329892606702e+02 -1.688555012408037612e+02 6.006724334897337940e+03 4.528974579866119825e+02 3.778370441262358099e+02 1.661867479903575713e+03 2.382328296958561520e+00 6.198915324237898972e+01 1.434683353456548218e+02 1.977796246899388433e-01 -5.661298284984445672e+02 -1.260432938619951759e+00 -2.436528630592511036e+02 1.374336729143612956e+03 -6.266170570298208986e+02 -3.399437367536671584e+00 5.666889662711932942e+02 2.218426206198300008e+02 1.244670110163435766e+03 1.701379293559854432e+03 2.648734776882674851e+04 2.305760197940444982e+02 7.330411720965794302e+02 6.269924784545951297e+02 7.876637939849876702e+00 4.675285053035529018e+03 -7.141617428456934924e+00 0.000000000000000000e+00 -1.585363812126869334e+02
-7.235973343289121658e+03 1.476545271415858879e+05 1.012999747460139019e+03 1.472568640334600786e+03 1.147545556622602732e+02 -3.533095566701448115e+04 -4.686962424258313695e+04 3.071771742578278281e+04 4.564943191803997252e+03 2.251539669936837981e+03 -1.229778996354732226e+04 -1.215661350487925120e+03 -1.209677593218723196e+05 1.742429193482266555e+03 -5.657905286787164187e+03 -1.722793832724047024e+04 8.182080468141944607e+01 2.008548422545896756e+03 -1.027183781254118230e+03 -1.806364049997593035e+00 3.291026331335900522e+03 -1.641083234842676264e+00 2.863967089000525903e+03 -2.958595341298560743e+04 -2.382086068489879835e+03 -2.998685312680055759e+01 -3.293481934928091505e+03 -1.291500032257441126e+04 -6.821653525082684064e+04 4.546496798086488525e+03 -3.029808634552907897e+05 -7.990847083332827424e+03 -2.119573123363757986e+04 1.363850844653648437e+03 1.025537979168523428e+01 2.205366798231660141e+04 1.569539864117481613e+02 0.000000000000000000e+00 2.414541993303421350e+03
-1.232587072388015059e+02 1.012999747460139019e+03 1.151666130364105278e+01 2.937257236186538023e+01 5.895149899192678733e-01 -3.110703322437679503e+02 -2.689691631617013741e+02 2.428344432767021885e+02 1.091819270664890382e+02 1.220381799956850699e+01 -7.519435649866700544e+01 1.299775641203454768e+01 -8.406443461493639688e+02 -2.186448141180753169e+01 -5.273466139723285551e+01 -1.777528627077621195e+02 4.481955022968509006e-01 1.101863627887672337e+01 -1.904661275371055495e+01 -2.896005337387674156e-02 5.088277903732768692e+01 6.662704592425007510e-02 2.762308869241336851e+01 -1.911416921365722885e+02 3.033382417651222696e+01 2.279815207112488862e-01 -5.094922611374803978e+01 -8.446224041769936264e+01 -3.023813910033466641e+02 -8.410476232792085227e+01 -2.900249636606322383e+03 -4.737899733952513515e+01 -1.471072873512426042e+02 -3.180808608264366200e+01 -4.163625859408260910e-01 -2.101655032930579239e+02 1.755893900791212880e+00 0.000000000000000000e+00 2.302143994686546336e+01
-4.873478028271631501e+02 1.472568640334600786e+03 2.937257236186538023e+01 1.283555319481181982e+02 -1.836987839311162274e+00 -4.401051578417076939e+02 -3.933548564956806217e+02 3.358210647994942519e+02 4.814358462045016154e+02 -3.123847044747323665e+01 -2.028032724720365820e+01 4.197769114544130531e+01 -1.222539363364442806e+03 -1.230873317452254980e+02 -7.660111376034471675e+01 -3.789102873375788363e+02 -1.064176760650463960e+00 -2.721781979806784335e+01 -2.960674116069119322e+01 -3.950513124255789627e-02 1.356879737185943782e+02 3.385057495099893510e-01 5.431990609589922769e+01 -2.812376565533828057e+02 1.702389967567010842e+02 8.708897989240390602e-01 -1.358068981689973498e+02 -3.125172670139402253e+00 -1.605594666337939884e+02 -4.611840137266619308e+02 -5.984967500928128175e+03 -3.598915907735846531e+01 -1.151995974781514462e+02 -1.693424038533404428e+02 -2.115374128811513543e+00 -1.281340024939629757e+03 8.260208654013174723e-01 0.000000000000000000e+00 3.129376096612342195e+01
4.554252994739887761e+00 1.147545556622602732e+02 5.895149899192678733e-01 -1.836987839311162274e+00 3.418201693898366589e+00 -7.607512848267192318e+00 -5.136053573895197388e+01 9.802607721339773761e+00 -5.967673175248187079e+00 6.509641718128088428e+01 6.970034921173442477e-01 -2.119543350469011767e+00 -9.333192480196578344e+01 3.907880360657745022e-01 -8.747970681865981923e-01 -6.934437223373556947e+00 2.318220608491178947e+00 5.803785718669021776e+01 9.279439913281641861e-01 -2.512480560446530425e-02 4.511148021763964899e-01 3.718720964293965653e-04 3.386549699490928877e-01 -2.748479489200112269e+01 -5.299516348633849239e-01 -4.536238907341657439e-02 -4.301891877760960492e-01 9.434134598178852471e+00 -5.465142187322717149e+01 -8.853265738127132911e-01 -2.330482122774563720e+02 -6.193487681994584548e+00 -5.314136210659078152e+00 -2.660272883130101462e-01 -2.323885462283613226e-03 -3.360957619226294213e+00 -2.983993652806238295e-01 0.000000000000000000e+00 -7.118378240325611284e-01
2.190908424807931624e+03 -3.533095566701448115e+04 -3.110703322437679503e+02 -4.401051578417076939e+02 -7.607512848267192318e+00 1.281713058636404458e+04 7.924030602325998188e+03 -9.347501866916076324e+03 -1.632249476297145293e+03 -1.715748507641622211e+02 3.988274260431692255e+03 -6.040187300676429913e+02 2.941449987075070385e+04 1.996378127080027411e+02 2.153694808871130590e+03 5.731341552979318294e+03 -6.648454871521075837e+00 -1.553334458230198720e+02 9.376966533895015345e+02 9.135303423979203030e-01 -1.620746568754168720e+03 -7.668103079645073317e-01 -9.722933281438747599e+02 6.212883870471904629e+03 -2.807838380168925596e+02 -9.449146985189821990e+00 1.625116377024261965e+03 5.349723429499607846e+03 1.012724158978071137e+04 6.042812105726075060e+02 9.257654266218992416e+04 1.725459111013787378e+03 6.501588381743345963e+03 2.870098372078543321e+02 4.791914731680256168e+00 3.981507573194222118e+02 -1.152869871892787046e+02 0.000000000000000000e+00 -1.062214533903607389e+03
1.922571310708143073e+03 -4.686962424258313695e+04 -2.689691631617013741e+02 -3.933548564956806217e+02 -5.136053573895197388e+01 7.924030602325998188e+03 1.736426941283939595e+04 -8.258646823418581334e+03 -1.008373004138184228e+03 -9.904732492910052315e+02 3.124617002219632468e+03 1.061350098582789997e+03 3.805218629365002562e+04 -1.033277796900279327e+03 1.193381329016404152e+03 4.244277221109246966e+03 -3.567389962749683718e+01 -8.817951505911260028e+02 -1.972779586052232332e+02 2.150426375959236247e-01 -3.934361425570986057e+02 1.433397446424764743e+00 -6.918347133308077446e+02 1.004895108102748236e+04 1.418736913827066019e+03 2.209991407148291742e+01 3.913023165361763063e+02 2.394689910056049030e+03 2.637198240967857419e+04 -2.777728891969763481e+03 8.063765996299839753e+04 2.689614079226645572e+03 5.668000087727746177e+03 -9.165880692306819810e+02 -8.957519574447871946e+00 -1.150130310292161266e+04 9.138358988620462142e+00 0.000000000000000000e+00 -3.989390691266527256e+02
-1.681550453203983579e+03 3.071771742578278281e+04 2.428344432767021885e+02 3.358210647994942519e+02 9.802607721339773761e+00 -9.347501866916076324e+03 -8.258646823418581334e+03 7.388072622496269105e+03 1.141050973346570117e+03 1.968840839052326430e+02 -3.056384072311865111e+03 1.578742360809870320e+02 -2.542474932408177847e+04 1.180976053163444277e+02 -1.548235260587974608e+03 -4.329150440906584663e+03 7.044653559803633947e+00 1.763582334690873950e+02 -5.133174478258977160e+02 -5.797302508384455377e-01 1.018714044633910703e+03 8.684115765592057001e-02 7.290587804600652362e+02 -5.778516342402844202e+03 -1.584537041618176545e+02 1.341487393706966236e+00 -1.020731193363868215e+03 -3.683156213725362250e+03 -1.150978466967101849e+04 3.191416633544894239e+02 -7.125630897677564644e+04 -1.632063752322665550e+03 -5.140592768416362560e+03 5.821926164432412065e+01 -5.426836568744867195e-01 2.545425422252155386e+03 6.669440464652710432e+01 0.000000000000000000e+00 7.153190607558664169e+02
-1.825935612759150672e+03 4.564943191803997252e+03 1.091819270664890382e+02 4.814358462045016154e+02 -5.967673175248187079e+00 -1.632249476297145293e+03 -1.008373004138184228e+03 1.141050973346570117e+03 1.841731745236801089e+03 -9.850024336891050325e+01 -8.721202099070325175e+00 2.162826910796526079e+02 -3.816531302658161621e+03 -5.492528577989729683e+02 -2.925090607872153896e+02 -1.441006361064947441e+03 -3.308014402535093712e+00 -8.516286177970974336e+01 -1.457479257425804064e+02 -1.893065520225551690e-01 5.654130848255305182e+02 1.451238931313226788e+00 2.003815279250609649e+02 -8.194377187917938272e+02 7.592308350773354277e+02 4.451653536568899838e+00 -5.660538497562293969e+02 1.353232897760766029e+01 2.241968968045730151e+02 -2.020836728506842064e+03 -2.256658215574646965e+04 -6.675761819994667690e+01 -3.423198312196868756e+02 -7.368813905990690500e+02 -9.069013730466911838e+00 -5.835388995902418174e+03 5.881971196879300479e+00 0.000000000000000000e+00 1.244274030698959734e+02
7.221019605094528515e+01 2.251539669936837981e+03 1.220381799956850699e+01 -3.123847044747323665e+01 6.509641718128088428e+01 -1.715748507641622211e+02 -9.904732492910052315e+02 1.968840839052326430e+02 -9.850024336891050325e+01 1.350246448484733264e+03 1.328806566544904122e+01 -3.518820329306812766e+01 -1.832817527476800251e+03 4.837656761167735686e-01 -2.016164519256330223e+01 -1.466330724642546386e+02 5.330834050334935625e+01 1.206737276126294319e+03 1.504643433686707077e+01 -4.801112049456066622e-01 1.428316441804036963e+01 2.281522483467975440e-02 8.331070305106070606e+00 -5.345865668102032942e+02 -4.887207993935404615e-01 -7.608501235043602096e-01 -1.389411522015560152e+01 1.790856197723869343e+02 -9.915057077286303411e+02 -3.978045931201711483e+01 -4.751805568051268892e+03 -1.174665059074372522e+02 -1.046981857015442330e+02 -1.330302375712899021e+01 -1.425758233577928413e-01 -1.348624589022664964e+02 -5.528973772668371645e+00 0.000000000000000000e+00 -1.131932525290504188e+01
