1.371383749754798737e+04 -1.663773598024468447e+04 -5.163604092815648073e+03 3.693093851541412278e+03 9.681675111185890273e+03 -4.131508442558281786e+03 -1.051499649738582048e+04 -3.859154243637871673e+02 -8.603327101828415380e+01 1.389742598023440769e+04 4.107725296031575226e+02 1.489859819308250735e+03 2.133964388420757885e+01 7.332446293894847145e+01 -1.709144596502120805e+02 8.955758183307102627e+02 -2.177999522340610383e+03 4.005127948290373752e+03 -1.129202577182389405e+03 2.853806339523760471e+03 0.000000000000000000e+00 2.452231386431126739e+05 5.417337805902999435e+02 3.581555992700679667e+02 2.991181734272018730e+03 6.649582954904852627e+00 3.625750877310018495e+03 2.000820147338137929e+02 -3.757296884361964544e+02
-1.663773598024468447e+04 6.315753621489534999e+04 5.706790187407506892e+03 -1.347694726533594439e+04 -3.947655860939730337e+04 1.580789155859408311e+04 6.077523331566368142e+03 -3.036642344902879813e+03 -1.700080702881202569e+03 -5.249326876184216962e+04 -1.790775576659667649e+03 -3.393074179134398037e+03 9.912691972182120992e+01 4.313279412852962764e+02 1.065007562741300035e+03 4.309507931796017033e+02 3.725040130452155154e+03 -1.529658980497576522e+04 -6.020178751741751739e+02 -4.251499057818487199e+04 0.000000000000000000e+00 -6.648698566686755512e+05 -6.057557076951061390e+03 -6.046765522020152275e+03 6.763847184729740547e+03 3.593614113297226353e+00 1.352693908287707927e+04 -4.786863255868899500e+02 1.340132698302673134e+03
-5.163604092815648073e+03 5.706790187407506892e+03 1.953693149209040712e+03 -1.241601093162393454e+03 -3.322946879997101405e+03 1.397836028765273113e+03 4.047218540319422118e+03 1.929414285024341211e+02 5.168785938392821322e+01 -4.759944970586939235e+03 -1.310462807580750848e+02 -5.377750337502209277e+02 -7.023387905236069706e+00 -2.397896503681187497e+01 5.909042717919595589e+01 -3.373452550651010142e+02 8.009645645853106544e+02 -1.377255649297960417e+03 4.579105523196587342e+02 -5.978538471329806043e+02 0.000000000000000000e+00 -8.690647051140289113e+04 -1.316278644570742813e+02 -5.240459343210839904e+01 -1.240422333503717937e+03 -2.626373918800976703e+00 -1.557948293672758382e+03 -7.189272267293449659e+01 1.215503002834302890e+02
3.693093851541412278e+03 -1.347694726533594439e+04 -1.241601093162393454e+03 4.073529732162180153e+03 7.080033643788362497e+03 -3.830194454394033983e+03 -1.480598057857519962e+03 8.978648033726783524e+02 1.331958489280475533e+02 1.157650167574079933e+04 6.043221443823672416e+02 7.579763960816433155e+02 -2.184816181786385059e+01 -9.384009586768577549e+01 -9.381950394605851784e+00 5.883361293570443422e+02 -9.625927627233915018e+02 3.061164955468583685e+03 7.388728934183133106e+02 6.991891969735223029e+03 0.000000000000000000e+00 1.586205734138083644e+05 1.378673434076586773e+03 1.600862191561805730e+03 -9.510877511991228630e+02 -4.538961887890345936e-01 -2.193250487397566758e+03 9.584404135737032959e+01 -6.509688559668086327e+02
9.681675111185890273e+03 -3.947655860939730337e+04 -3.322946879997101405e+03 7.080033643788362497e+03 2.624652698632533793e+04 -9.400641762493742135e+03 -2.992624059970346934e+03 1.723300971721758060e+03 1.355901419717090221e+03 3.239971944522391641e+04 8.722414880075672272e+02 2.022818533737904772e+03 -5.913643941561626605e+01 -2.582606809939782693e+02 -9.237773119742151948e+02 -1.143907848145874141e+03 -2.063795479299457384e+03 9.794739456228066047e+03 -1.974487946727939232e+02 2.950706866746162996e+04 0.000000000000000000e+00 3.890550777888629236e+05 3.779826590262951413e+03 3.510276501838565764e+03 -5.259907442461178107e+03 -3.386969205213783418e+00 -1.005595852431493040e+04 3.019606183167080076e+02 -4.260597228838910269e+02
-4.131508442558281786e+03 1.580789155859408311e+04 1.397836028765273113e+03 -3.830194454394033983e+03 -9.400641762493742135e+03 4.238293828830494931e+03 1.416085896980481266e+03 -8.872123693400276352e+02 -3.643525803763591853e+02 -1.330503490517581668e+04 -5.435697760252955959e+02 -8.613595200766945936e+02 -1.858976928940667861e+01 -6.225910087377335600e+01 2.013048795020561101e+02 -8.868249264109306296e+01 9.918183995796491672e+02 -3.768322779157995683e+03 -3.665661988970548464e+02 -1.030857325699464127e+04 0.000000000000000000e+00 -1.693490315398558741e+05 -1.614964915480778245e+03 -1.703639721270800464e+03 1.720078604559475252e+03 1.059121713178548863e+00 3.510938474648353804e+03 -1.207130030951941677e+02 4.580803899317158425e+02
-1.051499649738582048e+04 6.077523331566368142e+03 4.047218540319422118e+03 -1.480598057857519962e+03 -2.992624059970346934e+03 1.416085896980481266e+03 9.305916175856073096e+03 8.915801878045564308e+02 3.791862040590190190e+02 -5.101387593800000104e+03 -1.289199956916454255e+02 -9.628601149308090044e+02 -1.386475892388991404e+01 -5.120257534213598660e+01 -3.756889558230306392e+01 -1.065921271357245132e+03 1.521017457751687061e+03 -1.423507629625583832e+03 1.186042885359629508e+03 4.344857910605640427e+03 0.000000000000000000e+00 -1.394565173541278054e+05 4.796558787840767195e+02 5.916110326028239115e+02 -4.430496600024725922e+03 -7.793204494021390261e+00 -6.453784155007398113e+03 -1.138093647950358616e+02 1.763347153793336304e+02
-3.859154243637871673e+02 -3.036642344902879813e+03 1.929414285024341211e+02 8.978648033726783524e+02 1.723300971721758060e+03 -8.872123693400276352e+02 8.915801878045564308e+02 4.203786173262498096e+02 1.073879953250306727e+02 2.610183086653705232e+03 1.389551680776727380e+02 6.510021030935760677e+01 3.449111027406841501e+00 1.230296802526913602e+01 -2.772847363901335171e+01 -3.543172319364608569e+01 -5.291724201163791008e+01 6.943925885817750441e+02 4.224223302806976221e+02 2.795426292945910518e+03 0.000000000000000000e+00 2.239149813194066519e+04 4.766101912012912294e+02 5.214660162258677474e+02 -1.065663888649722367e+03 -1.511793654761967920e+00 -1.867624006790558269e+03 9.633411964741625866e+00 -1.495619451092575218e+02
-8.603327101828415380e+01 -1.700080702881202569e+03 5.168785938392821322e+01 1.331958489280475533e+02 1.355901419717090221e+03 -3.643525803763591853e+02 3.791862040590190190e+02 1.073879953250306727e+02 1.284572211146608538e+02 1.341420202119568785e+03 1.234212058932001455e+01 4.938840886304194555e+01 1.224739988524074619e+01 5.949900071378870337e+01 -7.709551454496713063e+01 -1.964606363174701471e+02 -5.216218172978248191e+00 4.516490453172006596e+02 -2.179526800235110073e+01 2.130952486646100169e+03 0.000000000000000000e+00 1.034858979967370396e+04 2.124455233903943849e+02 1.783736751676175913e+02 -5.782397066234354952e+02 -6.254703206069142096e-01 -9.470641031231966736e+02 1.064831303955738484e+01 3.329258517237032322e+01
1.389742598023440769e+04 -5.249326876184216962e+04 -4.759944970586939235e+03 1.157650167574079933e+04 3.239971944522391641e+04 -1.330503490517581668e+04 -5.101387593800000104e+03 2.610183086653705232e+03 1.341420202119568785e+03 4.376901269011128898e+04 1.556439034293810209e+03 2.830113392165470941e+03 -8.282248242754880607e+01 -3.605251466444258881e+02 -8.272942066528756868e+02 -1.425841720611555559e+02 -3.150438788754039251e+03 1.265892626419867884e+04 6.899317159684137550e+02 3.470943537556285446e+04 0.000000000000000000e+00 5.567559401543766726e+05 5.075486025386154324e+03 5.130015777925350449e+03 -5.527250240214853875e+03 -2.990362694910130070e+00 -1.114801983887739698e+04 3.966351792608962796e+02 -1.224718413692105059e+03
