9.449059762703761161e-07 5.402402597667618300e-05 2.064914394674601004e-06 -9.271520622535844110e-05 -8.836879923638527653e-05 3.412851105906744315e-05 -4.924892673218949393e-07 -3.376065061065338698e-07 -4.489303954739221509e-05 -4.171559857400862904e-04 -1.123176802415945292e-06 1.348246588293804472e-05 -4.265656022322851108e-05 -1.110978739156887116e-06 -7.700534427045674574e-05 5.044703844401298935e-07 3.462640289039112413e-07 5.206807102909897437e-05 8.506867252215933293e-06
5.402402597667618300e-05 4.675945394509069541e-01 2.032042801924039202e-02 1.667427264085880045e-01 6.199668374818977090e-02 -5.977292952684003235e-02 -4.227349350510714240e-03 -2.961287432907484113e-03 -3.899184671406429881e-01 4.811279651647989292e-02 9.839039074162966511e-03 1.220039656413199197e-01 7.543331271930124593e-02 -1.304490750726558686e-02 -5.514146842019755634e-02 4.330152692164253303e-03 3.037173156619933818e-03 4.525518706454638163e-01 1.019774176799626980e-01
2.064914394674601004e-06 2.032042801924039202e-02 9.165189443071414428e-04 7.886318352699824008e-03 2.816391514117586731e-03 -2.767696343753592043e-03 -1.833372361392108835e-04 -1.310880192710944477e-04 -1.696385309660449273e-02 2.066498830834419438e-03 5.215539315632503796e-04 5.333187839606817748e-03 3.495013615692837364e-03 -5.730335085005692618e-04 -2.480793981754423651e-03 1.877953112864884345e-04 1.344467597667497918e-04 1.969227034380181818e-02 4.635426199684823147e-03
-9.271520622535844110e-05 1.667427264085880045e-01 7.886318352699824008e-03 1.937300834781593151e-01 6.312364621142835253e-02 -4.777951372569771288e-02 -1.497776360180616811e-03 -1.065460862651749791e-03 -1.395344173363688711e-01 7.432863992878334380e-02 -3.229599624156252735e-02 6.851739905031909578e-03 6.278660738852422096e-02 4.847484017083582807e-03 -2.388451826451276280e-02 1.534189361537382536e-03 1.092750448392792919e-03 1.620359680225588461e-01 4.355954512451289812e-02
-8.836879923638527653e-05 6.199668374818977090e-02 2.816391514117586731e-03 6.312364621142835253e-02 4.253414359149545326e-02 -1.849134349363360311e-02 -5.585369826841285077e-04 -3.937923055146628441e-04 -5.183654744780653856e-02 5.587365437884168201e-02 -3.423591225356751450e-02 -1.754099427153179430e-02 2.373917965927747550e-02 7.262611042480498699e-03 -9.152331552796898195e-03 5.721176104384151188e-04 4.038809007747465839e-04 6.018124544454297314e-02 1.498833745802035690e-02
3.412851105906744315e-05 -5.977292952684003235e-02 -2.767696343753592043e-03 -4.777951372569771288e-02 -1.849134349363360311e-02 1.548449047579405526e-02 5.376987032950971551e-04 3.810120786708838438e-04 4.998488776013846474e-02 -2.657572566445412510e-02 6.128374070004002395e-03 -7.858071275775965758e-03 -1.968991610669742348e-02 -3.753793847287002989e-04 6.853333516902793653e-03 -5.507716775891162474e-04 -3.907721737855822299e-04 -5.803907162189830826e-02 -1.469151510901255987e-02
-4.924892673218949393e-07 -4.227349350510714240e-03 -1.833372361392108835e-04 -1.497776360180616811e-03 -5.585369826841285077e-04 5.376987032950971551e-04 3.822387407137922314e-05 2.676638842516273865e-05 3.524838810925311899e-03 -4.359261532159250819e-04 -8.755061890810795046e-05 -1.103584281850005910e-03 -6.785579164497686005e-04 1.178908792761572801e-04 4.971579245789894573e-04 -3.915343335156618200e-05 -2.745230991162655090e-05 -4.090984606732383719e-03 -9.188380040298178755e-04
-3.376065061065338698e-07 -2.961287432907484113e-03 -1.310880192710944477e-04 -1.065460862651749791e-03 -3.937923055146628441e-04 3.810120786708838438e-04 2.676638842516273865e-05 1.919351540053341315e-05 2.470161352259176921e-03 -3.075416228399241556e-04 -6.399650698832641765e-05 -7.833125368199454677e-04 -4.808761007234634596e-04 8.307225223222747528e-05 3.502044123936072289e-04 -2.741730390798180684e-05 -1.968536084970389644e-05 -2.866999134608764523e-03 -6.490873033635382976e-04
-4.489303954739221509e-05 -3.899184671406429881e-01 -1.696385309660449273e-02 -1.395344173363688711e-01 -5.183654744780653856e-02 4.998488776013846474e-02 3.524838810925311899e-03 2.470161352259176921e-03 3.266328476538298275e-01 -4.003052582046019714e-02 -8.267154879878672175e-03 -1.015359540763194762e-01 -6.308142334844850374e-02 1.090361456033041646e-02 4.606903851521143567e-02 -3.610557737910383754e-03 -2.533461164562487641e-03 -3.791027509506432747e-01 -8.519011697664050087e-02
-4.171559857400862904e-04 4.811279651647989292e-02 2.066498830834419438e-03 7.432863992878334380e-02 5.587365437884168201e-02 -2.657572566445412510e-02 -4.359261532159250819e-04 -3.075416228399241556e-04 -4.003052582046019714e-02 5.350872141688128858e-01 1.493598666843553024e-01 1.512115320035820609e-01 3.338680829564208419e-02 -3.592518101122185031e-02 3.191362971642024149e-02 4.465285784909665736e-04 3.154234915820912821e-04 4.644989426016271628e-02 1.036050826638824397e-02
-1.123176802415945292e-06 9.839039074162966511e-03 5.215539315632503796e-04 -3.229599624156252735e-02 -3.423591225356751450e-02 6.128374070004002395e-03 -8.755061890810795046e-05 -6.399650698832641765e-05 -8.267154879878672175e-03 1.493598666843553024e-01 2.564621205939051074e-01 1.893492872307276633e-03 -8.348305895534842772e-03 -2.855805211187974549e-02 1.452515531585483674e-02 8.967813713396255578e-05 6.563448913353322599e-05 9.607971427452271368e-03 2.979101850638034028e-03
1.348246588293804472e-05 1.220039656413199197e-01 5.333187839606817748e-03 6.851739905031909578e-03 -1.754099427153179430e-02 -7.858071275775965758e-03 -1.103584281850005910e-03 -7.833125368199454677e-04 -1.015359540763194762e-01 1.512115320035820609e-01 1.893492872307276633e-03 2.705084431019859625e-01 9.330347664105374111e-03 -3.676222489923761105e-02 6.491877386242232706e-04 1.130422667156405709e-03 8.033859922126738865e-04 1.178388452696215449e-01 2.634390104118482928e-02
-4.265656022322851108e-05 7.543331271930124593e-02 3.495013615692837364e-03 6.278660738852422096e-02 2.373917965927747550e-02 -1.968991610669742348e-02 -6.785579164497686005e-04 -4.808761007234634596e-04 -6.308142334844850374e-02 3.338680829564208419e-02 -8.348305895534842772e-03 9.330347664105374111e-03 2.513001697013912336e-02 6.225222602402903909e-04 -8.843475221596994174e-03 6.950555736740084492e-04 4.931942909299527307e-04 7.324593384335961743e-02 1.861368099250603272e-02
-1.110978739156887116e-06 -1.304490750726558686e-02 -5.730335085005692618e-04 4.847484017083582807e-03 7.262611042480498699e-03 -3.753793847287002989e-04 1.178908792761572801e-04 8.307225223222747528e-05 1.090361456033041646e-02 -3.592518101122185031e-02 -2.855805211187974549e-02 -3.676222489923761105e-02 6.225222602402903909e-04 8.855722890289238064e-03 -2.430347249157517771e-03 -1.207577865380415210e-04 -8.520096418907943225e-05 -1.265535575069363060e-02 -2.889677889441522388e-03
-7.700534427045674574e-05 -5.514146842019755634e-02 -2.480793981754423651e-03 -2.388451826451276280e-02 -9.152331552796898195e-03 6.853333516902793653e-03 4.971579245789894573e-04 3.502044123936072289e-04 4.606903851521143567e-02 3.191362971642024149e-02 1.452515531585483674e-02 6.491877386242232706e-04 -8.843475221596994174e-03 -2.430347249157517771e-03 1.609369921355427099e-02 -5.092465502210797267e-04 -3.591768744705079461e-04 -5.348189255451342439e-02 -1.281273476769546893e-02
5.044703844401298935e-07 4.330152692164253303e-03 1.877953112864884345e-04 1.534189361537382536e-03 5.721176104384151188e-04 -5.507716775891162474e-04 -3.915343335156618200e-05 -2.741730390798180684e-05 -3.610557737910383754e-03 4.465285784909665736e-04 8.967813713396255578e-05 1.130422667156405709e-03 6.950555736740084492e-04 -1.207577865380415210e-04 -5.092465502210797267e-04 4.010559841929658146e-05 2.811990591038781526e-05 4.190471304958768607e-03 9.411793389296074655e-04
3.462640289039112413e-07 3.037173156619933818e-03 1.344467597667497918e-04 1.092750448392792919e-03 4.038809007747465839e-04 -3.907721737855822299e-04 -2.745230991162655090e-05 -1.968536084970389644e-05 -2.533461164562487641e-03 3.154234915820912821e-04 6.563448913353322599e-05 8.033859922126738865e-04 4.931942909299527307e-04 -8.520096418907943225e-05 -3.591768744705079461e-04 2.811990591038781526e-05 2.018981014752389822e-05 2.940468149109992484e-03 6.657163932614736318e-04
5.206807102909897437e-05 4.525518706454638163e-01 1.969227034380181818e-02 1.620359680225588461e-01 6.018124544454297314e-02 -5.803907162189830826e-02 -4.090984606732383719e-03 -2.866999134608764523e-03 -3.791027509506432747e-01 4.644989426016271628e-02 9.607971427452271368e-03 1.178388452696215449e-01 7.324593384335961743e-02 -1.265535575069363060e-02 -5.348189255451342439e-02 4.190471304958768607e-03 2.940468149109992484e-03 4.400018910874666234e-01 9.890290619541278194e-02
8.506867252215933293e-06 1.019774176799626980e-01 4.635426199684823147e-03 4.355954512451289812e-02 1.498833745802035690e-02 -1.469151510901255987e-02 -9.188380040298178755e-04 -6.490873033635382976e-04 -8.519011697664050087e-02 1.036050826638824397e-02 2.979101850638034028e-03 2.634390104118482928e-02 1.861368099250603272e-02 -2.889677889441522388e-03 -1.281273476769546893e-02 9.411793389296074655e-04 6.657163932614736318e-04 9.890290619541278194e-02 2.447626746658592908e-02
