1.913744234646673431e+04 -2.104040858048499285e+04 4.373878217076801775e+03 1.264913149096618508e+04 -5.192536239312609723e+03 -1.485813771511060258e+04 -2.499582695011369537e+02 6.942510556203484384e+01 1.584013942248549756e+04 5.941129731275564154e+02 2.003802698946990859e+03 3.051647410427737483e+01 1.079456685376438827e+02 -3.073609247426079492e+02 8.487616213707630095e+02 -3.194555163676132452e+03 6.797014759374664209e+03 -1.384086654051616279e+03 6.091143382949404440e+03 0.000000000000000000e+00 2.918704931660736911e+05 8.553836411623688036e+02 8.177773379245383012e+02 3.476297945747526228e+03 7.355856630285408926e+00 3.520391411111363595e+03 2.046887878186329601e+02 -3.856162752310642645e+02
-2.104040858048499285e+04 7.494566190034056490e+04 -1.584978130448080628e+04 -4.697437509985506767e+04 1.891489533270344327e+04 8.565354147577749245e+03 -3.992752259013606363e+03 -1.691278398121895862e+03 -5.644188127062635613e+04 -2.424268917452050118e+03 -4.255226449234248321e+03 9.114070160918086572e+01 3.936097624351737068e+02 1.359006564166619228e+03 9.309725893407146486e+02 4.759969079948705257e+03 -2.416051770573934482e+04 -7.959226617371496104e+02 -5.008080689484548202e+04 0.000000000000000000e+00 -7.741442146796570159e+05 -7.311558838534191636e+03 -8.393428136789552809e+03 9.783126575513359057e+03 7.736714030435382305e+00 1.620138930137229909e+04 -4.486665999371455200e+02 1.530718761606874295e+03
4.373878217076801775e+03 -1.584978130448080628e+04 4.321430922438239577e+03 8.864641804686336400e+03 -4.268523989833525775e+03 -1.846414690231855275e+03 1.061154776817534639e+03 2.138486273069395907e+02 1.228342853199355886e+04 6.903567519994085160e+02 8.863411182176524790e+02 -2.198223066719174668e+01 -9.468706317584022258e+01 -1.065044606109726288e+02 3.847283219071792928e+02 -1.089343495551015167e+03 4.894318107762783256e+03 7.814862896824491827e+02 9.009365346915203190e+03 0.000000000000000000e+00 1.741378334210027824e+05 1.614611317972796314e+03 1.992120177788064666e+03 -1.704258665327169183e+03 -1.429518135503066167e+00 -3.034567463575183865e+03 7.852078144263562365e+01 -6.373532397226000512e+02
1.264913149096618508e+04 -4.697437509985506767e+04 8.864641804686336400e+03 3.068098175383118723e+04 -1.159216122681479828e+04 -4.676481167855986314e+03 2.358756198653819411e+03 1.242815116282461304e+03 3.500192378829938389e+04 1.323495636687634715e+03 2.619371677583591463e+03 -5.223869927460716411e+01 -2.258792904388790248e+02 -1.063822640446741616e+03 -1.332873446894668405e+03 -2.798320843570604666e+03 1.538856112581083289e+04 -7.672297289666975928e+01 3.362606260777579155e+04 0.000000000000000000e+00 4.667897196977268322e+05 4.589134251691469217e+03 5.100286387861860931e+03 -7.044253989786662714e+03 -5.856383461068931595e+00 -1.134334929244572777e+04 2.959265290179442900e+02 -6.108856216733588553e+02
-5.192536239312609723e+03 1.891489533270344327e+04 -4.268523989833525775e+03 -1.159216122681479828e+04 4.964173979035191223e+03 1.982040348673485369e+03 -1.103679282929745114e+03 -4.083487003748903703e+02 -1.436097125166996557e+04 -6.731881510013697607e+02 -1.068144214772951955e+03 -2.199707965384982700e+01 -7.178314209040138394e+01 3.130014444946254457e+02 1.389412748665616277e+02 1.216583478787326840e+03 -6.061680607452042750e+03 -3.532972294577620573e+02 -1.264756973508168085e+04 0.000000000000000000e+00 -1.948550128413532802e+05 -1.930852917564543077e+03 -2.258125271567625987e+03 2.623341345178458141e+03 2.221086017068382823e+00 4.378848001670845406e+03 -1.117340164252106263e+02 4.562000443549502506e+02
-1.485813771511060258e+04 8.565354147577749245e+03 -1.846414690231855275e+03 -4.676481167855986314e+03 1.982040348673485369e+03 1.292070530398906885e+04 8.786583130736282783e+02 2.233128415904984649e+02 -6.456594131156485673e+03 -2.217665951122332331e+02 -1.315986337111535249e+03 -2.057861063838662830e+01 -7.722381251080652476e+01 3.795935306485273486e+01 -1.121820825570000125e+03 2.318926555805143380e+03 -2.727989703810199899e+03 1.398003968806496459e+03 2.331195791728964195e+03 0.000000000000000000e+00 -1.676237523044540721e+05 3.474626295409718750e+02 4.869387724176315260e+02 -5.368016402070570621e+03 -9.030424087486743190e+00 -6.661557237201293901e+03 -1.211346243815999344e+02 1.790460036050799886e+02
-2.499582695011369537e+02 -3.992752259013606363e+03 1.061154776817534639e+03 2.358756198653819411e+03 -1.103679282929745114e+03 8.786583130736282783e+02 4.582794010952354711e+02 1.073250564969924312e+02 3.093666556704593859e+03 1.705193588287336013e+02 1.137682289920317942e+02 3.768418118121696025e+00 1.198275066286968205e+01 -5.165549863024509847e+01 -7.541057909489137501e+01 -7.356635110231169961e+01 1.242667493985699366e+03 4.177728717798140678e+02 3.284064321855932576e+03 0.000000000000000000e+00 3.190540256135763775e+04 5.572089646170124979e+02 6.585765223894863993e+02 -1.334375627485315817e+03 -1.753969152072990978e+00 -2.023716307889925929e+03 1.081833589167638721e+01 -1.578876427810895677e+02
6.942510556203484384e+01 -1.691278398121895862e+03 2.138486273069395907e+02 1.242815116282461304e+03 -4.083487003748903703e+02 2.233128415904984649e+02 1.073250564969924312e+02 7.955781584914089422e+01 1.222804527659420273e+03 3.247785494801436812e+01 7.010479472870912332e+01 1.074362224211187389e+01 5.027031049279890595e+01 -6.204799174077179202e+01 -1.488174952298105040e+02 -3.696611545830632650e+01 5.784630054782759316e+02 -1.962568594434431191e+01 1.734431335570595138e+03 0.000000000000000000e+00 1.303277836688690877e+04 1.997162720612313933e+02 2.119778356468066249e+02 -5.148690636119046076e+02 -5.608049285508609483e-01 -7.333245258984981092e+02 1.050925544878661100e+01 1.194482842848772997e+01
1.584013942248549756e+04 -5.644188127062635613e+04 1.228342853199355886e+04 3.500192378829938389e+04 -1.436097125166996557e+04 -6.456594131156485673e+03 3.093666556704593859e+03 1.222804527659420273e+03 4.264783038018118532e+04 1.887662751894577696e+03 3.198887717236572826e+03 -6.991343540832298231e+01 -3.021583521030651696e+02 -9.681591202872057238e+02 -4.869705446278890122e+02 -3.616211337755348268e+03 1.812789477676613024e+04 8.209233713888402235e+02 3.717204450963481213e+04 0.000000000000000000e+00 5.858153837255128892e+05 5.542275485613872661e+03 6.406162945243680952e+03 -7.298523829292241317e+03 -5.849026592511241240e+00 -1.216451114245258577e+04 3.325289098274297999e+02 -1.262951717562837757e+03
5.941129731275564154e+02 -2.424268917452050118e+03 6.903567519994085160e+02 1.323495636687634715e+03 -6.731881510013697607e+02 -2.217665951122332331e+02 1.705193588287336013e+02 3.247785494801436812e+01 1.887662751894577696e+03 1.157428181959869562e+02 1.396338059241136307e+02 4.585684534734787654e+00 1.553335782582198554e+01 -1.027250178186181984e+01 6.976471833189002325e+01 -1.624548078978746446e+02 7.434214743552386153e+02 1.307585055668033363e+02 1.415397851376897052e+03 0.000000000000000000e+00 2.703595575125567848e+04 2.590007142703698264e+02 3.328547009153579097e+02 -2.496947568460782065e+02 -1.927361445173574328e-01 -4.475446445644588493e+02 1.160829394721548091e+01 -1.044493461860261334e+02
