2.439312804070978391e+00 -4.506025108803959900e-01 -2.369109272949761202e-02 -1.023784247581086080e-03 -1.259757242334315699e-02 -9.822206655019608545e-01 -7.647230026027324046e-03 1.458659082798634321e+00 9.740569421410719131e-02 2.642211460715873650e-01 -1.565540359856286701e+00 -1.084367629262847355e-01 1.034506568891945411e-03 -4.183498955452503998e-02 -2.313840098161297654e+00
-4.506025108803959900e-01 8.828823841099883718e-02 5.672800814618412634e-04 -9.434017083449510431e-05 2.452441850270228874e-03 1.884355826522012278e-01 5.196979398717413694e-04 -2.882996901054469263e-01 3.447239415429680619e-04 -5.156688623300868801e-02 3.095029310245000498e-01 -3.835949955428615411e-04 9.531306487549065433e-05 -1.922935201940513322e-03 4.634543268965488072e-01
-2.369109272949761202e-02 5.672800814618412634e-04 3.572516296844012017e-03 1.671918095606087006e-04 -1.404605135215023802e-05 1.767635443476632843e-03 1.095625563134920450e-03 -7.073272135800785353e-04 -1.503451309153671679e-02 3.056488498165724167e-04 7.644477964843637277e-04 1.674502089045148273e-02 -1.689453514066297229e-04 6.744575228131301226e-03 -1.102423335811796717e-02
-1.023784247581086080e-03 -9.434017083449510431e-05 1.671918095606087006e-04 4.997549496388096590e-05 2.183732646216908194e-06 -2.301781861621761871e-04 -1.835825138544349734e-04 1.799367582748373766e-04 -1.461755667008725725e-03 -4.642349752318315976e-05 -1.937895225436483092e-04 1.627350076230065943e-03 -5.049058401111937108e-05 7.706146840005178786e-04 -1.029644637596704949e-03
-1.259757242334315699e-02 2.452441850270228874e-03 -1.404605135215023802e-05 2.183732646216908194e-06 7.736676994614536459e-05 6.368421807509271233e-03 -1.392006648423763753e-05 -7.200146514970940173e-03 -3.288232766909248979e-06 -1.611593827237933893e-03 7.721347551400303821e-03 3.653706760901929382e-06 -2.206302604193733455e-06 4.157180438002088956e-05 1.434788028961372919e-02
-9.822206655019608545e-01 1.884355826522012278e-01 1.767635443476632843e-03 -2.301781861621761871e-04 6.368421807509271233e-03 6.393178104469287026e-01 -9.036403968747683344e-04 -4.345252496984750579e-01 4.590147441604387757e-04 -1.311407374793052139e-01 4.645402817826314035e-01 -5.083875418071086283e-04 2.325507177110924220e-04 -7.068530705164626296e-03 1.153876192133173273e+00
-7.647230026027324046e-03 5.196979398717413694e-04 1.095625563134920450e-03 -1.835825138544349734e-04 -1.392006648423763753e-05 -9.036403968747683344e-04 5.116320413789501517e-03 -2.983848871071450963e-03 -2.014660687190412795e-03 2.912558487596145413e-04 3.215703020627226367e-03 2.230192313286777361e-03 1.854665876231495643e-04 1.635860003794821927e-03 2.838547356162480009e-03
1.458659082798634321e+00 -2.882996901054469263e-01 -7.073272135800785353e-04 1.799367582748373766e-04 -7.200146514970940173e-03 -4.345252496984750579e-01 -2.983848871071450963e-03 1.086340887984821313e+00 -1.111227055283802063e-03 1.531653880560566172e-01 -1.167507951146272038e+00 1.239677797613573072e-03 -1.817949338006688304e-04 1.534544230627431964e-03 -1.392869345346544607e+00
9.740569421410719131e-02 3.447239415429680619e-04 -1.503451309153671679e-02 -1.461755667008725725e-03 -3.288232766909248979e-06 4.590147441604387757e-04 -2.014660687190412795e-03 -1.111227055283802063e-03 8.596722410594287433e-02 4.206767782570138556e-05 1.184721875240810508e-03 -9.560724281450244666e-02 1.476950625462004549e-03 -3.876402043784443752e-02 5.183300308715681898e-02
2.642211460715873650e-01 -5.156688623300868801e-02 3.056488498165724167e-04 -4.642349752318315976e-05 -1.611593827237933893e-03 -1.311407374793052139e-01 2.912558487596145413e-04 1.531653880560566172e-01 4.206767782570138556e-05 3.367385519888392575e-02 -1.642872999422099189e-01 -4.650406315405937528e-05 4.690307490275483058e-05 -8.773257369026006601e-04 -3.006066940048850999e-01
