3.363533711677292104e+03 -1.089695603585056415e+04 -2.180523082190420041e+02 -9.157938731275886539e+02 3.832173864249359685e+00 2.174627440624037717e+03 3.743750533366237050e+03 -1.896255195793703024e+03 -3.173869694812176022e+03 6.948852427363142681e+01 1.647402586898859624e+02 -4.600588852227622993e+01 7.775765168179478678e+03 3.470386007347102577e+02 4.145724275001433625e+02 1.710394399001776719e+03 2.957976939471551603e+00 6.116357116102156510e+01 3.739080943243290278e+01 4.629368877009831795e-02 -5.731366383275772023e+02 -2.975416280381068646e+02 3.454733789012560464e+03 -5.527771366005663367e+02 5.730521958101197697e+02 -1.565549808679915600e+02 2.610252797573382850e+03 1.632337900100191746e+03 3.272294200286759951e+04 3.041925313594821318e+02 6.808796589632555651e+02 8.784309087913628673e+02 8.269081485206834614e+00 4.519499716756056841e+03 2.474093341762538145e+01 0.000000000000000000e+00 -1.308931645860834863e+02
-1.089695603585056415e+04 1.692076298456696095e+05 1.439579231785503907e+03 2.395640274171687906e+03 1.105569253787394928e+02 -2.903743961054835381e+04 -6.241980050642131391e+04 2.923752969474586280e+04 6.452286695473866530e+03 2.420992582364548525e+03 -1.161112557566256510e+04 -3.112291541065284491e+03 -1.194637808397631743e+05 2.596959372412963603e+03 -5.247510308733707461e+03 -1.361950111218266284e+04 1.072920743290749073e+02 2.164519098317601674e+03 4.962960142526861205e+02 -6.944312242047476214e-02 1.387769981681706895e+03 2.371650859778089398e+03 -5.464163893152828678e+04 -4.087959930426597111e+03 -1.380865205240980913e+03 -8.192693542899487511e+03 -8.423133741578238551e+04 8.506540947883924673e+03 -3.037599573297731695e+05 -8.224653456067268053e+03 -1.932531047140148075e+04 4.072304689007462912e+03 2.961907091477670662e+01 3.590711206412492174e+04 -2.057575694704689795e+02 0.000000000000000000e+00 1.633482893511763450e+03
-2.180523082190420041e+02 1.439579231785503907e+03 1.922940353432924709e+01 5.536690439655210838e+01 8.397142208602602631e-01 -2.903365197057888167e+02 -4.960903622243260429e+02 2.621329770963482133e+02 1.851946554359553829e+02 1.882843300982540313e+01 -7.321524029724291438e+01 -8.963389673987618878e+00 -1.027466097372453078e+03 -6.893306303728943263e+00 -5.499972975274437204e+01 -1.654079123480331646e+02 8.243139804410358762e-01 1.688604088543291226e+01 -3.720730450888750429e+00 -6.936821449529315814e-03 4.211020364966675800e+01 2.840873533223028957e+01 -4.552673131799598423e+02 1.119060531368323375e+01 -4.207969956300892278e+01 -4.324718534770326528e+01 -5.458750289749068543e+02 -4.771916085632143734e+01 -3.388231750035135974e+03 -5.932799968462742868e+01 -1.455408893676787443e+02 -2.766070768259146462e+01 -2.949701802936093298e-01 -8.452374778259371624e+01 -2.207627976993559837e+00 0.000000000000000000e+00 1.788103442697470769e+01
-9.157938731275886539e+02 2.395640274171687906e+03 5.536690439655210838e+01 2.525101977278834227e+02 -1.882240112137870458e+00 -4.712219212324720843e+02 -8.254443866703951471e+02 4.066327368614497004e+02 8.800413766992235196e+02 -3.691674920911836466e+01 5.088612984925694249e+00 2.114193218361320348e+01 -1.708551819051944221e+03 -1.062626531630717892e+02 -9.013970201507231650e+01 -4.226203580985201143e+02 -1.588984657912438259e+00 -3.273649052651109059e+01 -8.399271986522357736e+00 -9.469586854527685046e-03 1.508774991422124856e+02 7.374265574148274993e+01 -7.618425927482182942e+02 1.690961987684364374e+02 -1.508694329658134166e+02 8.750928114845707739e+01 -4.228735635422287942e+02 -4.884595165564937247e+02 -7.903923275525861754e+03 -5.256734590725505996e+01 -1.055300323769083946e+02 -2.612899702765958523e+02 -2.433130626915128936e+00 -1.387322819276579594e+03 -6.313302570146609227e+00 0.000000000000000000e+00 2.770219146814591227e+01
3.832173864249359685e+00 1.105569253787394928e+02 8.397142208602602631e-01 -1.882240112137870458e+00 2.578953743192146320e+00 -1.509386127009794265e+01 -4.380962385134341730e+01 1.296253761959848028e+01 -5.724064544089722872e+00 5.588283333336845260e+01 -2.348718911467473802e+00 -9.170020923062187634e-01 -7.799297781929172402e+01 1.689567430188191333e-01 -2.757511142126625625e+00 -7.094222162995102998e+00 2.446376446852337239e+00 4.997960083486282912e+01 1.642454421239338269e-01 -8.812596254203032553e-03 1.202807116638535678e+00 6.706296892774612495e-01 -3.738240073296962862e+01 -2.603653562272387756e-01 -1.192906169284002171e+00 3.296321343781274393e+00 -4.030127854748742067e+01 -4.611101991273373057e-01 -2.393581861665934696e+02 -5.069730598435376656e+00 -8.086002312039843432e+00 -1.925846907160179422e-01 -1.247162155820013803e-03 -1.558904435473171146e+00 -1.744762513944959903e-01 0.000000000000000000e+00 3.443201453976906246e-01
2.174627440624037717e+03 -2.903743961054835381e+04 -2.903365197057888167e+02 -4.712219212324720843e+02 -1.509386127009794265e+01 8.283940714431284505e+03 8.146529890748774960e+03 -6.164397068271073294e+03 -1.519105809006259278e+03 -3.428292731966497513e+02 2.788195223667204118e+03 -7.801353462684309648e+01 2.115122211568898638e+04 -1.225282633052672026e+02 1.559400569228623908e+03 3.056603678545841831e+03 -1.540389722029842900e+01 -3.072055294910932162e+02 4.780635288540212855e+02 2.335639552898415572e-01 -9.113960385037984224e+02 -5.594251710423760642e+02 8.430516787488122645e+03 1.880788825872692485e+02 9.125558468355038713e+02 3.351078451208796650e+03 1.003042735300286040e+04 -4.416495553836321619e+02 6.461794947333342861e+04 1.178821919555488876e+03 4.139752191742213654e+03 -1.372286997104863531e+02 1.773686150396387440e-01 -2.818968783110490222e+03 9.698569693750025422e+00 0.000000000000000000e+00 -6.781881735928369608e+02
3.743750533366237050e+03 -6.241980050642131391e+04 -4.960903622243260429e+02 -8.254443866703951471e+02 -4.380962385134341730e+01 8.146529890748774960e+03 2.502390327982080998e+04 -9.909107778384888661e+03 -2.014043864232211035e+03 -9.493376928847407044e+02 3.677944727803372643e+03 1.625625625985937404e+03 4.356902157648467983e+04 -1.221736997372962605e+03 1.424974217582897836e+03 4.453107745295655150e+03 -4.189874102480434459e+01 -8.482027958567382484e+02 -6.227818289877394591e+02 -1.451977452705141558e-01 3.312398191225899780e+01 -7.550235029037366985e+02 2.089766049302891406e+04 1.927057669510563755e+03 -3.754095024639693889e+01 1.513921806583292437e+03 3.456383573568189604e+04 -3.985710013044659263e+03 1.019532858038419508e+05 3.225781723594287996e+03 6.508653231018663973e+03 -1.968233022493790941e+03 -1.526064873987650650e+01 -1.606729539712712904e+04 9.591723190942249744e+01 0.000000000000000000e+00 -2.915429354996076086e+02
-1.896255195793703024e+03 2.923752969474586280e+04 2.621329770963482133e+02 4.066327368614497004e+02 1.296253761959848028e+01 -6.164397068271073294e+03 -9.909107778384888661e+03 5.542979486799450569e+03 1.133878131354170591e+03 2.788049811919846661e+02 -2.329200591336812067e+03 -3.324151124067943215e+02 -2.090094393235597818e+04 3.803091192730742023e+02 -1.142587772295272316e+03 -2.590518006929251442e+03 1.195025693468424777e+01 2.493446046760912793e+02 -8.910860137877965315e+01 -7.521394606529327453e-02 4.214834703984568023e+02 4.618130367645788397e+02 -9.140503367404327946e+03 -5.976300885473842754e+02 -4.209291979554654404e+02 -2.083317043051728433e+03 -1.323407323896685739e+04 1.312911133551050170e+03 -5.553207460599394835e+04 -1.393774597661338930e+03 -3.720677791622997574e+03 6.138361927345224558e+02 4.201552835346333836e+00 5.780588755514134391e+03 -2.739047053154157041e+01 0.000000000000000000e+00 4.127974765618427000e+02
-3.173869694812176022e+03 6.452286695473866530e+03 1.851946554359553829e+02 8.800413766992235196e+02 -5.724064544089722872e+00 -1.519105809006259278e+03 -2.014043864232211035e+03 1.133878131354170591e+03 3.133279259762341098e+03 -1.087175722723285531e+02 1.613602038455472893e+02 1.576505067883115601e+02 -4.647146872405168324e+03 -4.728100025029381754e+02 -3.008687366159288672e+02 -1.437338542754205491e+03 -4.643898669323934136e+00 -9.611233102971847586e+01 -7.844288514359833187e+01 -5.974241050667398328e-02 6.076812683231548817e+02 2.443216610679187397e+02 -1.980979186471255161e+03 7.515017692545799264e+02 -6.079182848959923149e+02 3.535350833973226941e+02 -1.070761674853130927e+02 -2.102924781811617322e+03 -2.644719450593530200e+04 -6.318204874905414670e+01 -1.619713301371475325e+02 -1.115043914588175312e+03 -1.018861188327350575e+01 -6.293525621819174376e+03 -1.841048387469427894e+01 0.000000000000000000e+00 1.020278034760416688e+02
6.948852427363142681e+01 2.420992582364548525e+03 1.882843300982540313e+01 -3.691674920911836466e+01 5.588283333336845260e+01 -3.428292731966497513e+02 -9.493376928847407044e+02 2.788049811919846661e+02 -1.087175722723285531e+02 1.322421788759107812e+03 -4.706278576683897086e+01 -1.501277385985488344e+01 -1.709979024585239358e+03 -1.427988364323969694e+00 -6.110832387543978683e+01 -1.592084244350265578e+02 6.418567190738069428e+01 1.183362602055422713e+03 1.290748615602167026e+00 -1.916933479498691140e-01 3.059195055350795656e+01 1.531979910794685473e+01 -8.148629273836415905e+02 2.423278429715665538e+00 -3.038471260782924332e+01 7.360293426885961310e+01 -8.061036292741629268e+02 -2.924300983093944239e+01 -5.384218697820704620e+03 -1.063710630286283561e+02 -1.707285525360326801e+02 -1.421202965246198247e+01 -1.152976145073456721e-01 -9.708990115291472023e+01 -3.765100400464442387e+00 0.000000000000000000e+00 9.091140728946884408e+00
