6.450463793479120795e+02 2.678934871586854394e-01 1.890455575134987157e+03 -1.302979637786270928e+01 -3.501629007453601616e+02 -4.211474525673186003e-02 -8.002024599997330234e-02 -5.653219202957802329e-05 -3.391428341944451574e+01 -2.474371224170801042e+02 -5.616402472487443447e+03 -1.870893274376710735e+02 -6.895433591327030376e-01 5.890957214302595668e-01 3.489713705970662219e-04 7.416377961525892715e+03 -1.373782278036647142e+02 -2.643824512605529435e+03 6.032200854822674501e+02 1.300123274828279829e-02 3.026626712148626108e+00 1.135177792410780562e+01 -9.875449715737391898e+01 9.113043686795568021e+01 -8.102739137127175362e-02 9.018403406143592205e-02 -3.086042107942030716e-05 1.155319721160488598e+03 4.774571058114308471e+03 6.560593261055373826e-02 6.097377102009471361e-01 2.327887921514509829e-04 5.187161432629454794e+03 1.339225237360246638e+03 -7.379033879255503248e-02 -8.921478295617087895e+01 1.469117378081878644e-01 -5.517828100951115857e+02 -6.473964491249339925e-01 -6.867995538690318426e+03 -3.506657292691066186e+00 -1.838690743316740850e+01 -2.114972062752931565e-05 6.079033583399499202e-02 1.159362917643091714e+04 -3.288275518027714497e+03 -3.508962106852768770e+00 -1.062847482189921948e+03 7.377327713553855082e-02 4.874822540895030215e+03 -1.080605874347368101e+01 9.494236685360438743e-01 -2.757679982560030663e-01 9.560812805395052544e-08 2.645802270097682594e+03 -1.316473849393129001e+02
2.678934871586854394e-01 1.603825882917605528e-01 6.441540607955489328e-01 -5.112184540842310693e-03 -1.432096789570791728e-01 -2.616582961389177578e-02 -4.901987465413150391e-02 -3.304338944021216321e-05 -1.182332175854059787e-02 -8.507942042819331696e-02 -2.386312523111926431e+00 -1.334539871280436725e-02 -6.987478512829795214e-03 -2.896752760347677536e-02 -8.313503725370592124e-05 3.194861401401275725e+00 -4.594072231643634568e-02 -1.026511513887139238e+00 2.951495988476696697e-01 4.656471405877662235e-06 1.124838678657347733e-03 3.728581754540203231e-03 -4.527067056010534996e-02 4.127983223083805941e-02 -4.164053969712616979e-05 4.476431222080749686e-05 -1.051325539537831354e-08 5.084437183905922142e-01 1.974260828122384126e+00 2.360022341550597948e-03 2.033862904350432904e-02 7.796614282356643176e-06 1.863758961253836111e+00 4.584838079220167617e-01 -2.630948664463651952e-05 -4.312068272267165908e-02 4.563984558115400725e-05 -2.355819228050911873e-01 -1.171808019159027159e-01 -2.422478979335267457e+00 -1.303258157688485597e-03 -6.039777295760236260e-03 -7.157599419461984851e-09 2.165345371604262916e-05 8.131539610132737295e+00 -1.247831224710740372e+00 -1.303714713787457180e-03 -3.608930302899561182e-01 2.630329116453155715e-05 2.203395258573083382e+00 -3.900769048314038211e-03 4.808344899086558770e-04 -1.058280245872417110e-04 -2.910937349746847229e-11 1.032116494920712224e+00 -4.295067087258139932e-02
1.890455575134987157e+03 6.441540607955489328e-01 6.483156209772905640e+03 -3.967728532216118253e+01 -1.038788034141388607e+03 -1.161598261000822280e-01 -1.937185042813355240e-01 -1.296481257624215299e-04 -1.141607205929371389e+02 -8.436295316710525185e+02 -1.611163456020699232e+04 -8.503918863098139127e+02 -1.807405326342183205e+00 1.484286784407908399e+00 1.750688020783030922e-04 2.113066888538846251e+04 -4.860572238353583998e+02 -8.153264916484128662e+03 1.408598688800041373e+03 4.272629436594369001e-02 9.927201872646939762e+00 4.063050749800856920e+01 -2.684960934012995040e+02 2.504881509228797256e+02 -1.991942358107104405e-01 2.306363451911363216e-01 -1.059679992648747139e-04 3.197713218079089074e+03 1.397061520781355830e+04 1.598316165177625092e-01 1.613753042027991302e+00 5.872296076276804690e-04 1.708106648031992881e+04 4.569916254931305957e+03 -2.431487164483900898e-01 -2.280801538053545414e+02 5.323233913238222259e-01 -1.568292549415630901e+03 -1.854469661782842671e+00 -2.294231455467618798e+04 -1.150155159814113404e+01 -6.580678067044961210e+01 -7.286874391106506707e-05 2.004264743749507027e-01 1.962688432367490168e+04 -1.054854942077103624e+04 -1.150994697048613524e+01 -3.654719532872232321e+03 2.430908892168823221e-01 1.332244254405171887e+04 -3.618402330861904659e+01 2.367265810618548016e+00 -8.843734009165169496e-01 3.259901088963840422e-07 8.126639448909925704e+03 -4.730880620123246558e+02
-1.302979637786270928e+01 -5.112184540842310693e-03 -3.967728532216118253e+01 2.665156695899028039e-01 7.097471639728652804e+00 8.370147486581237415e-04 1.529118243416741291e-03 1.065051246012575625e-06 7.091016305112086693e-01 5.184930436009389076e+00 1.128599513475090959e+02 4.476047309756585157e+00 1.342449912194229079e-02 -1.130372288242346111e-02 -5.080209268503074287e-06 -1.485491351054256484e+02 2.907215614673734905e+00 5.418229155896169402e+01 -1.173521719630391047e+01 -2.705641513685542402e-04 -6.289998955888344290e-02 -2.409296583251039903e-01 1.948517959054083315e+00 -1.803852745011911951e+00 1.549703640077883856e-03 -1.743602466548729250e-03 6.534876126890587916e-07 -2.302023179007738563e+01 -9.653480769376430715e+01 -1.266623994294675381e-03 -1.201249913433660721e-02 -4.521025658345623434e-06 -1.078633662649524183e+02 -2.808386636806744718e+01 1.536923437332311576e-03 1.733892865087583557e+00 -3.161681290983023654e-03 1.107519072683740724e+01 1.307598925420289972e-02 1.432852366489148608e+02 7.287590799104119721e-02 3.902382727818083930e-01 4.444153823795595752e-07 -1.266384900293742507e-03 -1.982761690589384784e+02 6.798514922636771018e+01 7.292514894305818229e-02 2.232260296803162447e+01 -1.536566273705284192e-03 -9.651280922454103006e+01 2.257178007280630783e-01 -1.823401863463288211e-02 5.699343642128804066e-03 -2.004324711141397218e-09 -5.417100399686318468e+01 2.796708673614630047e+00
-3.501629007453601616e+02 -1.432096789570791728e-01 -1.038788034141388607e+03 7.097471639728652804e+00 1.902827446671570044e+02 2.275338450477759275e-02 4.279684708548295302e-02 3.012008590280629123e-05 1.860782330768402915e+01 1.358930967467867958e+02 3.043518750276618903e+03 1.065165987467562871e+02 3.707731121329412294e-01 -3.157149163217667365e-01 -1.757199086344484872e-04 -4.016254100377511350e+03 7.575244070150797882e+01 1.441472245270449321e+03 -3.234583333175418147e+02 -7.128142947624480259e-03 -1.657802806036029253e+00 -6.266221987042782438e+00 5.326764070260777828e+01 -4.919775753383947858e+01 4.335849466215856152e-02 -4.839721796826956107e-02 1.698187924049853571e-05 -6.242912251041494756e+02 -2.591748546623551647e+03 -3.511802431801835933e-02 -3.283858495049958304e-01 -1.249030973188750113e-04 -2.841429479931670812e+03 -7.359243357609647092e+02 4.046705295819033599e-02 4.790597094049582694e+01 -8.125810264452255904e-02 2.988108651783530831e+02 3.509617364234171588e-01 3.766492468999208995e+03 1.920732682682776860e+00 1.014958552089482424e+01 1.162628262674615751e-05 -3.333958443408520378e-02 -6.053200230657308566e+03 1.797730344346487527e+03 1.922008513143254049e+00 5.841696381006656793e+02 -4.045768981967230032e-02 -2.630947843698355427e+03 5.929615412943497255e+00 -5.086041069568474349e-01 1.507561793896394220e-01 -5.255930034586936438e-08 -1.442105461506026359e+03 7.269653741869043984e+01
-4.211474525673186003e-02 -2.616582961389177578e-02 -1.161598261000822280e-01 8.370147486581237415e-04 2.275338450477759275e-02 4.402682497343064077e-03 8.026112793492315434e-03 5.327870121489654273e-06 2.099184663547461367e-03 1.524308909725477675e-02 3.695495613318998673e-01 9.335167160030421324e-03 1.162485975274229642e-03 4.686538264450504539e-03 1.329132523750782090e-05 -4.897100950569600597e-01 8.568754312462437475e-03 1.691672400040281354e-01 -4.191971713230106117e-02 -8.105260172002806724e-07 -1.950386289218938916e-04 -7.043320373431550489e-04 6.645308692808797255e-03 -6.114095606060653866e-03 5.655016960551607093e-06 -6.239393668293135484e-06 1.966910370447701558e-09 -7.696484759632758743e-02 -3.116738031862786307e-01 -4.062961541946669098e-04 -3.538218947210028820e-03 -1.351961829338174365e-06 -3.238115290268356317e-01 -8.234911670078819135e-02 4.594600022240722841e-06 6.087018906114103484e-03 -9.183372546651485407e-06 3.640037474396388972e-02 1.952474555356214711e-02 4.262891756601118187e-01 2.259731643524343038e-04 1.140855493463231729e-03 1.296965371328672892e-09 -3.784150578830161103e-06 -8.980223719492714807e-01 2.124372585276351200e-01 2.260838693473209073e-04 6.526337391066780458e-02 -4.593480757430113711e-06 -3.268572997559617277e-01 6.895668254272730455e-04 -6.589123571826770945e-05 1.798511986808379659e-05 4.735018220348703980e-12 -1.695422464379171823e-01 8.150357096303227980e-03
-8.002024599997330234e-02 -4.901987465413150391e-02 -1.937185042813355240e-01 1.529118243416741291e-03 4.279684708548295302e-02 8.026112793492315434e-03 1.499707427713505015e-02 1.008274626661950883e-05 3.551600375223552992e-03 2.557696175247539325e-02 7.121878212160734911e-01 4.386232107027842643e-03 2.139333189840580962e-03 8.846997585181204382e-03 2.533773201429588044e-05 -9.534015540389079169e-01 1.387271269038583936e-02 3.072456941649147621e-01 -8.772820481914082869e-02 -1.398734774812948539e-06 -3.378637570730891565e-04 -1.126986844189192035e-03 1.349316671816797909e-02 -1.230734979514702503e-02 1.238594865225348494e-05 -1.332647922871250871e-05 3.165324943349205980e-09 -1.515409333775373513e-01 -5.895846539238072115e-01 -7.261330212437491728e-04 -6.278173966193196370e-03 -2.404056049416784795e-06 -5.593173128659492122e-01 -1.379087965369289737e-01 7.904174343287042798e-06 1.282966824595752585e-02 -1.379795811900336111e-05 7.027558790974060277e-02 3.593095874650882593e-02 7.275528098836332447e-01 3.914547002573877843e-04 1.825550178867617335e-03 2.153162214588282927e-09 -6.505571300409303781e-06 -2.411861452569109776e+00 3.742881110231966457e-01 3.915937321165899299e-04 1.085549024616228181e-01 -7.902306926912696270e-06 -6.566891107624230894e-01 1.173165183416561988e-03 -1.430617588313558969e-04 3.174724739295890807e-05 9.132234838410014713e-12 -3.088722550079752160e-01 1.298669750051273386e-02
-5.653219202957802329e-05 -3.304338944021216321e-05 -1.296481257624215299e-04 1.065051246012575625e-06 3.012008590280629123e-05 5.327870121489654273e-06 1.008274626661950883e-05 6.838826668299702026e-09 2.394005602248164205e-06 1.716590282906925536e-05 5.059773831645103309e-04 -1.458970415098275586e-07 1.429472978970143102e-06 5.986034217483921654e-06 1.726153528396061232e-08 -6.794133756193141034e-04 9.114130206813289060e-06 2.133547436033663726e-04 -6.418960397601673350e-05 -9.491456640639574543e-10 -2.295812923000173990e-07 -7.358487613913617996e-07 9.747484861191576288e-06 -8.865591125698985323e-06 9.153064086544803767e-09 -9.773180331890673466e-09 2.087016401221246214e-12 -1.085735035395112539e-04 -4.161621982145276137e-04 -4.761183592503414685e-07 -4.081016192857454683e-06 -1.567132830355147450e-09 -3.803354392933654474e-04 -9.239540263273269530e-05 5.356456530181776640e-09 9.387486753889219451e-06 -8.788045862533718146e-09 4.999597304031441102e-05 2.393990756195176425e-05 4.920382644513784194e-04 2.659978902347535356e-07 1.191999662570866773e-06 1.437934928548090191e-12 -4.407400137686481399e-09 -1.870074468944978767e-03 2.564086241795874264e-04 2.660781043285723541e-07 7.255653988006585220e-05 -5.355212004750100771e-09 -4.731165618536097950e-04 7.904483631680415744e-07 -1.054488787361822361e-07 2.175659179113753045e-08 5.911599399841986591e-15 -2.147523274558537938e-04 8.460357137477074552e-06
-3.391428341944451574e+01 -1.182332175854059787e-02 -1.141607205929371389e+02 7.091016305112086693e-01 1.860782330768402915e+01 2.099184663547461367e-03 3.551600375223552992e-03 2.394005602248164205e-06 2.015677980368644651e+00 1.486526231625546401e+01 2.899187566081477598e+02 1.472247260873102270e+01 3.278904370656574724e-02 -2.701316993756377322e-02 -4.571670608005949450e-06 -3.803046100570533667e+02 8.510444493997972870e+00 1.453766913632077546e+02 -2.610635820168970866e+01 -7.548174926962076918e-04 -1.756436348646006340e-01 -7.103668826560879390e-01 4.856089902007995285e+00 -4.524821233116893104e+00 3.642145603585189052e-03 -4.196922762257603891e-03 1.869755868771252590e-06 -5.783759134365909205e+01 -2.508430718548980281e+02 -2.942166590290003908e-03 -2.935841035024126106e-02 -1.074137506306538421e-05 -3.022297737578544456e+02 -8.044313041266967446e+01 4.294335241860769078e-03 4.159587122232386136e+00 -9.338251122585355599e-03 2.827243905519797096e+01 3.345757513153360674e-02 4.051838508237816541e+02 2.034992115658253997e-01 1.150549372181615571e+00 1.282392562024072584e-06 -3.539589318195296170e-03 -3.740251186143452742e+02 1.872279761830658629e+02 2.036419362316577997e-01 6.433178581624594017e+01 -4.293317760602171143e-03 -2.410189849812037153e+02 6.384106234771337318e-01 -4.321190355495239249e-02 1.569463397002860902e-02 -5.806963555516665479e-09 -1.449745233056728182e+02 8.266065079987331643e+00
-2.474371224170801042e+02 -8.507942042819331696e-02 -8.436295316710525185e+02 5.184930436009389076e+00 1.358930967467867958e+02 1.524308909725477675e-02 2.557696175247539325e-02 1.716590282906925536e-05 1.486526231625546401e+01 1.098020715420165914e+02 2.110845391168034439e+03 1.096537716539148732e+02 2.377385038266818240e-01 -1.955963957649727303e-01 -2.747581476798723670e-05 -2.769163529340627520e+03 6.316320611593146594e+01 1.064892249375939173e+03 -1.861108294240036116e+02 -5.565994567169348269e-03 -1.293697196886108403e+00 -5.277953903514733369e+00 3.525930154699919683e+01 -3.287854093522968668e+01 2.628367389983373575e-02 -3.037451081699940603e-02 1.378730695105579197e-05 -4.196415196322967631e+02 -1.828789941645524777e+03 -2.110538867151107167e-02 -2.122040992019275374e-01 -7.739697689585594545e-05 -2.225787583443830044e+03 -5.946774730788073384e+02 3.167195969763293706e-02 3.003817574849107075e+01 -6.912667280522602486e-02 2.055603500471223413e+02 2.429908925298782385e-01 2.987997183629632218e+03 1.498864600196848640e+00 8.548401006911685585e+00 9.480547821494902556e-06 -2.610649297233802804e-02 -2.645723173142691394e+03 1.375858575694356887e+03 1.499929481419943977e+00 4.755267265525314997e+02 -3.166445417107362215e-02 -1.749190242425427414e+03 4.711601242110670107e+00 -3.121344870942119321e-01 1.153508579605353190e-01 -4.294176361961870488e-08 -1.061580244078229498e+03 6.144215299229918514e+01
