1.772975622773578289e+04 5.885687629624157125e+04 -2.139050927985543967e+04 -2.447060887013249157e+04 -7.102576563306685784e+03 3.573796248691702431e+02 -5.508009143794011470e+04 -9.318582887437275986e+02 -2.247580908909218635e+02 -2.839394981509908575e+03 -2.607291537327696915e+03 2.028909552200684993e+04 -6.381798601894266540e+03 -2.147956665058961880e+04 0.000000000000000000e+00 -3.572744593867262593e+05 -1.263563029437677642e+03 -9.058384782813458514e+03 -1.310354001948765244e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.921574903513062964e+03 0.000000000000000000e+00 4.400304148710015397e+03
5.885687629624157125e+04 2.040903660179117869e+05 -7.221195319409688818e+04 -8.695068895398106542e+04 -2.575925518923757772e+04 7.721108493574182603e+02 -1.921412710517139058e+05 -6.847607895125654068e+03 -2.798715254137306943e+02 -8.922798408251730507e+03 -8.403411125917680693e+03 6.874789888060484373e+04 -2.343031530057088821e+04 -8.179099755042316974e+04 0.000000000000000000e+00 -1.205946417859204579e+06 -5.134064661983386031e+03 -3.057613636317506462e+04 -2.480797268428124198e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.396465319086008776e+02 0.000000000000000000e+00 1.480699687287167217e+04
-2.139050927985543967e+04 -7.221195319409688818e+04 2.621132424313521551e+04 3.008351961099674736e+04 9.226117369420911928e+03 -3.615692619936432948e+02 6.758836832904080802e+04 2.565904983375345637e+03 1.018540946337175370e+02 3.440763506129177131e+03 3.141287737673327683e+03 -2.461835909192990221e+04 8.503422381636482896e+03 2.746231990279921229e+04 0.000000000000000000e+00 4.315817816286205780e+05 1.655980872921865966e+03 1.113544667210311854e+04 4.915110761285150716e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.999620064551115775e+02 0.000000000000000000e+00 -5.419342479436454596e+03
-2.447060887013249157e+04 -8.695068895398106542e+04 3.008351961099674736e+04 3.775170170037539356e+04 1.091374962885651439e+04 -2.283438077192422213e+02 8.226883134536602302e+04 2.989281548875255339e+03 9.431093097615379861e+01 3.507443238459642544e+03 3.397148236058710609e+03 -2.896243965225290231e+04 9.826025279561696152e+03 3.652348424387618434e+04 0.000000000000000000e+00 5.079711642271114979e+05 2.369609184696620559e+03 1.272707685416220556e+04 -4.466604858471085890e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.629065213867554576e+02 0.000000000000000000e+00 -6.123084048437003730e+03
-7.102576563306685784e+03 -2.575925518923757772e+04 9.226117369420911928e+03 1.091374962885651439e+04 4.169724014405926027e+03 4.170630569882805361e+01 2.416523043939772833e+04 4.125685068575501646e+03 -2.978728686854188368e+02 1.145959995008131045e+03 9.648631041680580438e+02 -8.292630999483801133e+03 4.111789470587029427e+03 1.233407351375004691e+04 0.000000000000000000e+00 1.416065717061446630e+05 8.444721613867133101e+02 4.215868934531052219e+03 -1.965985968948955360e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.550745070253898575e+03 0.000000000000000000e+00 -1.931914944921536971e+03
3.573796248691702431e+02 7.721108493574182603e+02 -3.615692619936432948e+02 -2.283438077192422213e+02 4.170630569882805361e+01 4.734483405601287842e+01 -6.786473943492023864e+02 6.057612191820817316e+02 -6.097176559379791883e+01 -7.577034449281264017e+01 -7.497240107151162647e+01 3.737230471028670422e+02 7.135415878600646522e+01 3.410838070383408649e+02 0.000000000000000000e+00 -7.171160688273881533e+03 4.526101343922955067e+01 -8.031152120210406054e+01 -4.320375966748324004e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.540546765876670179e+02 0.000000000000000000e+00 7.452364225539854203e+01
-5.508009143794011470e+04 -1.921412710517139058e+05 6.758836832904080802e+04 8.226883134536602302e+04 2.416523043939772833e+04 -6.786473943492023864e+02 1.811458398475345457e+05 6.308279811079754836e+03 2.684899538745123664e+02 8.221983508263896510e+03 7.821668782043531792e+03 -6.457625997351988917e+04 2.189605769232994135e+04 7.786394830584486772e+04 0.000000000000000000e+00 1.132481756638723658e+06 4.935233183812033531e+03 2.859926395964573385e+04 3.832350720041633352e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.891087568844624656e+01 0.000000000000000000e+00 -1.382848668508679111e+04
-9.318582887437275986e+02 -6.847607895125654068e+03 2.565904983375345637e+03 2.989281548875255339e+03 4.125685068575501646e+03 6.057612191820817316e+02 6.308279811079754836e+03 1.420220804624692391e+04 -1.279521110211564519e+03 2.945390941746881595e+02 -1.871204643802395537e+02 -8.367182427623654348e+02 4.704195803143651574e+03 1.199932096949166953e+04 0.000000000000000000e+00 -7.666787359894988185e+02 1.102092710599878728e+03 2.815437689155833141e+03 -7.943809821365259268e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.989790193305674620e+03 0.000000000000000000e+00 -6.140684247369916875e+02
-2.247580908909218635e+02 -2.798715254137306943e+02 1.018540946337175370e+02 9.431093097615379861e+01 -2.978728686854188368e+02 -6.097176559379791883e+01 2.684899538745123664e+02 -1.279521110211564519e+03 1.294339341758573596e+02 2.043157029456083507e+01 6.575027438570326410e+01 -2.573676676811197694e+02 -3.738673077576547712e+02 -7.883670077726029604e+02 0.000000000000000000e+00 6.032537101137397258e+03 -8.358489907489428106e+01 -9.557509681065815244e+01 7.931922230783734449e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.045290102140683985e+03 0.000000000000000000e+00 -1.173380762881255990e+01
-2.839394981509908575e+03 -8.922798408251730507e+03 3.440763506129177131e+03 3.507443238459642544e+03 1.145959995008131045e+03 -7.577034449281264017e+01 8.221983508263896510e+03 2.945390941746881595e+02 2.043157029456083507e+01 5.215274610551696242e+02 4.318480334930890763e+02 -3.132672431151292585e+03 1.081149417717246934e+03 2.884783676601344268e+03 0.000000000000000000e+00 5.521517028368401225e+04 1.463912541425839322e+02 1.469064966722328336e+03 2.570875606408758358e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.880942747551301863e+02 0.000000000000000000e+00 -7.226924562824602845e+02
-2.607291537327696915e+03 -8.403411125917680693e+03 3.141287737673327683e+03 3.397148236058710609e+03 9.648631041680580438e+02 -7.497240107151162647e+01 7.821668782043531792e+03 -1.871204643802395537e+02 6.575027438570326410e+01 4.318480334930890763e+02 4.321319768870505982e+02 -2.975321786820367379e+03 8.732746291118355657e+02 2.652201834656770188e+03 0.000000000000000000e+00 5.259275360365286178e+04 1.374055262903661969e+02 1.271282052381909125e+03 4.015399972388988772e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.996221553586439086e+02 0.000000000000000000e+00 -6.547882317132501839e+02
2.028909552200684993e+04 6.874789888060484373e+04 -2.461835909192990221e+04 -2.896243965225290231e+04 -8.292630999483801133e+03 3.737230471028670422e+02 -6.457625997351988917e+04 -8.367182427623654348e+02 -2.573676676811197694e+02 -3.132672431151292585e+03 -2.975321786820367379e+03 2.353173005197204475e+04 -7.427060592334869398e+03 -2.584116002458969524e+04 0.000000000000000000e+00 -4.137911876107293065e+05 -1.563258495002693508e+03 -1.032033754119206060e+04 -1.220919246067524227e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.707613369534418780e+03 0.000000000000000000e+00 5.048349918259146762e+03
-6.381798601894266540e+03 -2.343031530057088821e+04 8.503422381636482896e+03 9.826025279561696152e+03 4.111789470587029427e+03 7.135415878600646522e+01 2.189605769232994135e+04 4.704195803143651574e+03 -3.738673077576547712e+02 1.081149417717246934e+03 8.732746291118355657e+02 -7.427060592334869398e+03 4.179692806571521942e+03 1.161770958412913205e+04 0.000000000000000000e+00 1.260196080115958903e+05 7.976950545533861714e+02 3.931013421991707219e+03 -2.353709893546629701e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.052678168555337379e+03 0.000000000000000000e+00 -1.806038729683839620e+03
-2.147956665058961880e+04 -8.179099755042316974e+04 2.746231990279921229e+04 3.652348424387618434e+04 1.233407351375004691e+04 3.410838070383408649e+02 7.786394830584486772e+04 1.199932096949166953e+04 -7.883670077726029604e+02 2.884783676601344268e+03 2.652201834656770188e+03 -2.584116002458969524e+04 1.161770958412913205e+04 4.302353276832606934e+04 0.000000000000000000e+00 4.427032269574409002e+05 3.086392834016788129e+03 1.270701183855788986e+04 -6.405463881400202808e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.375766545439439142e+03 0.000000000000000000e+00 -5.586024429565475657e+03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.957802911379595656e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
